taxId	organismName	commonName	assemblyAccession	assemblyName	bioProjectAccession	biosampleAccession	lastUpdated	submitter	totalSequenceLength (bp)	totalUngappedLength (bp)	numberOfSequence	L50	N50 (kb)
9514	Cebus albifrons	brown pale-fronted capuchin	CNA0038247	C.albifrons genome	CNP0002500	CNS0489755	################	詹小瑜(Xiaoyu Zhan)	2890000000	2890000000	2268	45	17924
310352	Pygathrix nigripes	Black-shanked douc langur	CNA0038262	P.nigripes genome	CNP0002500	CNS0489770	################	詹小瑜(Xiaoyu Zhan)	2900000000	2900000000	3800	56	14260
9544	Macaca mulatta	rhesus macaque	CNA0038255	M.mulatta genome	CNP0002500	CNS0489763	################	詹小瑜(Xiaoyu Zhan)	2960000000	2950000000	24	8	152195
43780	Nasalis larvatus	proboscis monkey	CNA0038257	N.larvatus genome	CNP0002500	CNS0489765	################	詹小瑜(Xiaoyu Zhan)	2960000000	2960000000	1113	10	133489
13006	Chloranthus spicatus	chulantree	CNA0020810	Denovo assembly of Chloranthus spicatus	CNP0001771	CNS0360341	################	dongming fang	2960000000	2960000000	15	6	191370
33548	Colobus guereza	eastern black-and -white colobus	CNA0038249	C.guereza genome	CNP0002500	CNS0489757	################	詹小瑜(Xiaoyu Zhan)	2980000000	2980000000	2570	9	149281
30586	Saguinus midas	Midas tamarin	CNA0038264	S.midas genome	CNP0002500	CNS0489772	################	詹小瑜(Xiaoyu Zhan)	3000000000	3000000000	3268	9	141450
61622	Rhinopithecus roxellana	golden snub-nosed monkey	CNA0038263	R.roxellana genome	CNP0002500	CNS0489771	################	詹小瑜(Xiaoyu Zhan)	3040000000	3040000000	5998	9	144326
9557	Papio hamadryas	hamadryas baboon	CNA0038261	P.hamadryas genome	CNP0002500	CNS0489769	################	詹小瑜(Xiaoyu Zhan)	3060000000	3060000000	3109	31	24989
4072	Capsicum annuum	NA	CNA0036143	Assembly of Capsicum annuum cv. 59	CNP0001129	CNS0252417	################	钧涛 王	3080000000	3080000000	53	6	262042
1941373	Lactuca georgica	NA	CNA0014169	TKI-449_L.georgica	CNP0000335	CNS0047748	################	杨婷(TING YANG)	3150000000	3090000000	4046096	153837	4
9538	Erythrocebus patas	red guenon	CNA0038251	E.patas genome	CNP0002500	CNS0489759	################	詹小瑜(Xiaoyu Zhan)	3100000000	3100000000	5000	46	18747
6978	Periplaneta americana	American cockroach	CNA0019281	Periplaneta americana	CNP0001598	CNS0327485	################	刘乙	3340000000	3130000000	77873	2113	465
75953	Lactuca indica	NA	CNA0014189	TKI-477_L.indica	CNP0000335	CNS0047628	################	杨婷(TING YANG)	3300000000	3250000000	3810368	235218	3
1088058	Przewalskium albirostris	white-lipped deer	CNA0019280	Cervus_albirostris	CNP0001588	CNS0327431	################	刘乙	3270000000	3270000000	35020	166	4068
462321	Zhangixalus dugritei	Sichuan whipping frog	CNA0045871	contig_Rdug	CNP0002375	CNS0519708	################	吴威(Wei Wu)	3360000000	3360000000	23317	374	2389
55291	Polypterus senegalus	gray bichir	CNA0007309	BGI_Psen_1.0	CNP0000841	CNS0186504	################	xupeng bi	3690000000	3480000000	536357	656	1590
55291	Polypterus senegalus	gray bichir	CNA0007310	BGI_Psen_2.0	CNP0000841	CNS0186584	################	xupeng bi	3670000000	3670000000	9856	8	189689
36176	Chiloscyllium plagiosum	whitespotted bambooshark	CNA0000025	genome of Chiloscyllium plagiosum	CNP0000101	CNS0005543	################	Guo Jiao	3780000000	3570000000	601049	18	72140
37682	Aegilops tauschii	NA	CNA0019292	Aet_AY17_v1.0	CNP0001325	CNS0282807	################	shenglong bai	3770000000	3770000000	1391	4	532465
37682	Aegilops tauschii	NA	CNA0019291	Aet_XJ02_v1.0	CNP0001325	CNS0282802	################	shenglong bai	3770000000	3770000000	1196	4	531647
37682	Aegilops tauschii	NA	CNA0019289	Aet_T093_v1.0	CNP0001325	CNS0282793	################	shenglong bai	4120000000	4090000000	2317	4	574741
37682	Aegilops tauschii	NA	CNA0019290	Aet_AY61_v1.0	CNP0001325	CNS0282812	################	shenglong bai	4220000000	4170000000	2542	4	643109
3381	Gnetum montanum	NA	CNA0022761	Gnetum genome project	CNP0001943	CNS0386378	################	刘志明(Zhiming-Liu)	4130000000	3870000000	122369	12	156939
62335	Saccharum spontaneum	wild sugarcane	CNA0000013	Sugarcane genome	CNP0000050	CNS0001616	################	PengWei XU	3920000000	3920000000	75981	12736	89
159736	Macrobrachium nipponense	oriental river prawn	CNA0014632	Macrobrachium nipponense genome	CNP0001186	CNS0254395	################	zijian gao	4250000000	4240000000	49	18	89928
515817	Amphioctopus fangsiao	NA	CNA0030128	Genome of Amphioctopus fangsiao	CNP0002082	CNS0401287	################	张要磊(Yaolei Zhang)	4340000000	4340000000	6409	10	169707
3540	Bougainvillea	NA	CNA0052210	BTFR	CNP0004115	CNS0693511	################	兰岚(Lan Lan)	5100000000	5100000000	248	16	151756
34552	Sthenoteuthis	NA	CNA0029370	small.polish	CNP0001958	CNS0387271	################	山 黛	5650000000	5650000000	14479	1279	1305
34553	Sthenoteuthis oualaniensis	purpleback squid	CNA0029369	big.hic.final	CNP0001958	CNS0387270	################	山 黛	5710000000	5690000000	12421	20	118851
527214	Lactuca canadensis	Canada wild lettuce	CNA0014185	TKI-473_L.canadensis	CNP0000335	CNS0047599	################	杨婷(TING YANG)	6690000000	6590000000	10413202	606247	2
3377	Welwitschia mirabilis	NA	CNA0022760	Welwitschia genome project	CNP0001943	CNS0386377	################	刘志明(Zhiming-Liu)	6870000000	6870000000	22	8	359756
3311	Ginkgo biloba	maidenhair tree	CNA0007326	ginkgo_updated_assembly	CNP0000796	CNS0191733	################	Mengyang Xu	9570000000	9060000000	13	6	724988
3311	Ginkgo biloba	maidenhair tree	CNA0000042	Ginkgo biloba	CNP0000122	CNS0006868	################	Xianwei Yang	9550000000	9060000000	76468	6	724988
3311	Ginkgo biloba	maidenhair tree	CNA0007327	ginkgo_updated_assembly_TGS-GapCloser_pacbio	CNP0000796	CNS0191733	################	Mengyang Xu	9630000000	9480000000	13	6	728477
29808	Taxus chinensis	Chinese yew	CNA0036166	Ta-2021	CNP0002284	CNS0462038	################	廖庆刚(Qinggang)	10200000000	10200000000	3813	6	903737
123604	Cycas panzhihuaensis	NA	CNA0022716	Cycas panzhihuaensis_genome	CNP0001756	CNS0381401	################	蔡语清(caiyuqing)	10500000000	10500000000	924	5	952059
147273	Taxus wallichiana	Himalayan yew	CNA0020892	Yew.V1	CNP0001729	CNS0354726	################	奇金 葛	11100000000	11100000000	1533	6	987156
147273	Taxus wallichiana	Himalayan yew	CNA0019298	Yew.V1	CNP0001541	CNS0315908	################	Cheng Jian	11100000000	11100000000	1533	6	987156
51501	Agapanthus africanus	African lily	CNA0034151	bzl.chr	CNP0001998	CNS0407089	################	田尊哲(zunzhetian)	12500000000	12500000000	349	7	766522
35875	Allium fistulosum	Welsh onion	CNA0034152	dc.chr	CNP0001998	CNS0407094	################	田尊哲(zunzhetian)	12600000000	12600000000	798	4	1390149
4679	Allium cepa	onion	CNA0034154	yc.chr	CNP0001998	CNS0407104	################	田尊哲(zunzhetian)	15900000000	15900000000	2429	4	2028647
4682	Allium sativum	garlic	CNA0034153	ds.chr	CNP0001998	CNS0407099	################	田尊哲(zunzhetian)	16800000000	16800000000	738	4	2059785
58047	Torreya grandis	Chinese nutmeg-yew	CNA0051909	Genome assembly of Torreya grandis	CNP0003453	CNS0606711	################	孙学鹏(Xuepeng Sun)	19100000000	19100000000	12	5	1824307
7888	Protopterus annectens	West African lungfish	CNA0019297	lungfish genome assembly	CNP0001614	CNS0328074	################	Yue Song	40100000000	39100000000	12657	5	2813524
6819	Euphausia superba	NA	CNA0052211	Euphausia superba (Antarctic krill) genome	CNP0001930	CNS0410446	################	孙帅(sunshuai)	48000000000	48000000000	298755	88536	178
221260	Paris polyphylla var. yunnanensis	NA	CNA0013978	Paris polyphylla assembly	CNP0001050	CNS0223901	################	美琪 吕	68500000000	53300000000	15228624	702188	20
