projectGoldId	projectName	legacyGoldId	studyGoldId	biosampleGoldId	organismGoldId	itsProposalId	itsSpid	itsSampleId	pmoProjectId	gptsProposalId	ncbiBioProjectAccession	ncbiBioSampleAccession	projectStatus	sequencingStatus	jgiFundingProgram	jgiFundingYear	hmpId	modDate	addDate	sequencingStrategy	sequencingCenters	seqMethod	genomePublications	otherPublications	sraExperimentIds	ncbiTaxId
Gp0036275	Hysterangium stoloniferum HS.BST	Gi0042420	Gs0000001		Go0036275	662	1019429			300789	PRJNA234406	SAMN05660837	incomplete	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'PacBio RS II']	[]	[]	['SRX5202872', 'SRX5202871', 'SRX5202870', 'SRX5202891', 'SRX5202876', 'SRX5202854', 'SRX5202875', 'SRX5202853', 'SRX5202852', 'SRX5202874', 'SRX5202873', 'SRX5202851', 'SRX5202890', 'SRX5202869', 'SRX2110164', 'SRX5202868', 'SRX2110165', 'SRX5202889', 'SRX5202867', 'SRX2110166', 'SRX5202888', 'SRX5202866', 'SRX5202861', 'SRX5202883', 'SRX5202882', 'SRX5202860', 'SRX5202881', 'SRX5202880', 'SRX5202865', 'SRX5202887', 'SRX5202886', 'SRX5202864', 'SRX5202863', 'SRX5202885', 'SRX5202884', 'SRX5202862', 'SRX5202858', 'SRX5202857', 'SRX5202879', 'SRX5202878', 'SRX5202856', 'SRX5202855', 'SRX5202877', 'SRX5202859']	150792
Gp0036290	Teratosphaeria nubilosa CBS 116005	Gi0042302	Gs0000001		Go0036291	662	1019765			300789	PRJNA245625	SAMN02745700	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2050835']	161662
Gp0036306	Jahnula aquatica CBS 123560 Minimal Draft	Gi0042308	Gs0000001		Go0036306	662	1019693			300789	PRJNA333962	SAMN05446824	incomplete	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX5202850']	435389
Gp0036565	Rhizodiscina lignyota CBS 133067	Gi0042807	Gs0000001		Go0036565	662	1019729			300789	PRJNA263052	SAMN03097704	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX872599']	1504668
Gp0036346	Ceratobasidium sp. AG-I-DN8442	Gi0042450	Gs0000001		Go0036346	662	1019533			300789	PRJNA333964	SAMN12251685	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX6764357', 'SRX6764356']	305860
Gp0036348	Corynespora cassiicola Philippines	Gi0042452	Gs0000001		Go0036348	662	1019537			300789	PRJNA234811	SAMN05660679	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29551995, 'journalName': 'Frontiers in microbiology', 'volume': '9', 'issue': None, 'page': '276', 'title': ' Leaf Fall Disease Putative Effectors.', 'publicationDate': None, 'doi': '10.3389/fmicb.2018.00276'}]	[]	['SRX2110274', 'SRX2110275']	59586
Gp0039845	Plenodomus tracheiphilus IPT5	Gi0045449	Gs0000001		Go0039845	662	1021241			300789	PRJNA223133	SAMN02744642	Permanent Draft	Complete	CSP	2012		2022-12-30	2013-04-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX1728765', 'SRX1728766']	1408161
Gp0039952	Phaeosphaeriaceae sp. PMI808 Standard Draft	Gi0045693	Gs0000001		Go0039952	662	1021562			300789	PRJNA251767	SAMN02850918	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-04-30	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'PacBio RS II']	[]	[]	['SRX711623', 'SRX2050981', 'SRX2050982', 'SRX2050983', 'SRX2050980']	5020
Gp0072269	Decorospora gaudefroyi P77 CBS 332.63	Gi0063322	Gs0000001		Go0072270	662	1032355			300789	PRJNA333973	SAMN05446828	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-12-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2052494']	184978
Gp0072271	Lollipopaia minuta P26, CBS 116597	Gi0063324	Gs0000001		Go0072271	662	1032359			300789	PRJNA333974	SAMN05446829	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-12-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2052507']	151671
Gp0072273	Metschnikowia bicuspidata Baker2002	Gi0063326	Gs0000001		Go0072273					300789	PRJNA246206	SAMN05660411	incomplete	Complete	CSP	2012		2017-12-07	2013-12-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[]	[]	['SRX2112532', 'SRX2112534', 'SRX2112533', 'SRX2112536', 'SRX2112535']	27322
Gp0090695	Ascodesmis nigricans CBS 389.68	Gi0072151	Gs0000001		Go0090695	662	1034820			300789	PRJNA247594	SAMN02787126	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-03-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2052801', 'SRX2052802']	341454
Gp0112134	Acidothrix acidophila CBS 136259 Standard Draft		Gs0000001		Go0110663	662	1059288			300789	PRJNA333497	SAMN05446601	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2136351']	1442179
Gp0112138	Rhizoclosmatium globosum JEL800 Standard Draft		Gs0000001		Go0110668	662	1060049			300789	PRJNA330693	SAMN05421919	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX1973211', 'SRX1973210', 'SRX1973209', 'SRX1973208', 'SRX1973207', 'SRX1973206', 'SRX1973205']	329046
Gp0114079	Pestalotiopsis sp. NC0098 Standard Draft		Gs0000001		Go0111957	662	1033453			300789	PRJNA346296	SAMN05920837	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5202898', 'SRX5202897']	1907218
Gp0113602	Corollospora maritima CBS 119819 Standard Draft		Gs0000001		Go0044415	662	1060067			300789	PRJNA333373	SAMN05446302	Permanent Draft	Complete	CSP	2012		2022-12-30	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2138749']	45810
Gp0114233	Rickenella fibula HBK330-10 Standard Draft		Gs0000001		Go0112022	662	1064682			300789	PRJNA333301	SAMN05446307	Permanent Draft	Complete	CSP	2012		2023-01-06	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2483423', 'SRX2483422', 'SRX2483421', 'SRX2483420']	264144
Gp0113744	Lentinellus vulpinus AHS73672-sp Standard Draft		Gs0000001		Go0111669	662	1058270			300789	PRJNA334365	SAMN05442957	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2134469', 'SRX2134468']	156609
Gp0113494	Phaeomoniellales sp. NC0930 Standard Draft		Gs0000001		Go0111503	662	1033437			300789	PRJNA346873	SAMN05920679	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5627662', 'SRX5627661']	1907227
Gp0114613	Wickerhamiella domercqiae NRRL Y-6692 Standard Draft		Gs0000001		Go0112338	662	1040567			300789	PRJNA332937	SAMN05446030	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112585', 'SRX2112586']	45788
Gp0114103	Polychytrium aggregatum JEL109 Standard Draft		Gs0000001		Go0111969	662	1042697			300789	PRJNA346301	SAMN05920836	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX3161835', 'SRX3161836']	110093
Gp0114185	Pseudomassariella vexata CBS 129021 Standard Draft		Gs0000001		Go0111997	662	1054482			300789	PRJNA330698	SAMN05421895	Permanent Draft	Complete	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel', 'PacBio RS II']	[]	[]	['SRX1973197', 'SRX1973196', 'SRX1973195', 'SRX1973194', 'SRX1973193', 'SRX1973192']	1141098
Gp0114253	Sarcoscypha coccinea ATCC 58028 Standard Draft		Gs0000001		Go0112032	662	1042915			300789	PRJNA333304	SAMN05445909	Permanent Draft	Complete	CSP	2012		2022-12-30	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2114786', 'SRX2114787']	51139
Gp0114567	Terfezia claveryi T7 Standard Draft		Gs0000001		Go0112310	662	1040579			300789	PRJNA340578	SAMN05720595	Permanent Draft	Complete	CSP	2012		2023-02-10	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2232767', 'SRX2232789', 'SRX2232746', 'SRX2232768', 'SRX2232761', 'SRX2232776', 'SRX2232785']	139407
Gp0114578	Penicillium sp. NC0857 Standard Draft		Gs0000001		Go0112317	662	1033501			300789	PRJNA346348	SAMN05880595	incomplete	Complete	CSP	2012		2023-02-14	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5627664', 'SRX5627663']	2185274
Gp0116512	Dimargaris cristalligena RSA 468 Single Cell Genome		Gs0000001		Go0036340	662	1072968	90302		300789	PRJNA346215	SAMN05877899	incomplete	Complete	CSP	2012		2016-09-09	2015-06-23	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[{'pubmedId': 30297742, 'journalName': 'Nat Microbiol', 'volume': '3', 'issue': '12', 'page': '1417-1428', 'title': 'Leveraging single-cell genomics to expand the fungal tree of life.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41564-018-0261-0'}]	[]	[]	215637
Gp0120030	Lobosporangium transversale NRRL 3116 Standard Draft		Gs0000001		Go0115750	662	1076126			300789	PRJNA330701	SAMN05421885	Permanent Draft	Complete	CSP	2012		2023-02-17	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX1992040', 'SRX5628790', 'SRX1992034', 'SRX1992037', 'SRX1992038', 'SRX1992035', 'SRX1992036', 'SRX1992039']	64571
Gp0124152	Cunninghamella echinulata NRRL 1382 Standard Draft		Gs0000001		Go0118596	662	1085221			300789	PRJNA347074	SAMN05878412	Permanent Draft	Complete	CSP	2012		2023-01-05	2015-11-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2925911']	76405
Gp0123655	Syncephalastrum racemosum NRRL 2496 Standard Draft		Gs0000001		Go0118499	662	1089085			300789	PRJNA330704	SAMN05421883	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-10-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX1973268', 'SRX1973267', 'SRX1973266', 'SRX5630797', 'SRX1973270', 'SRX1973269']	13706
Gp0123662	Syncephalis fuscata S228 Standard Draft		Gs0000001		Go0118505	662	1089089			300789	PRJNA332249	SAMN05445131	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-10-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2752640', 'SRX2752637', 'SRX2752636', 'SRX2752635', 'SRX2752646', 'SRX2752634', 'SRX2752645', 'SRX2752633', 'SRX2752644', 'SRX2752632', 'SRX2752643', 'SRX2752642', 'SRX2752641', 'SRX2752639', 'SRX2752638']	1851187
Gp0128271	Lactarius psammicola BPL869 Standard Draft		Gs0000001		Go0120390	662	1092656			300789	PRJNA345982	SAMN05890483	incomplete	Complete	CSP	2012		2022-12-27	2016-01-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX4632606', 'SRX4632607', 'SRX4632604', 'SRX4632605', 'SRX4632608', 'SRX4632609', 'SRX4632610', 'SRX4632613', 'SRX4632603', 'SRX4632611', 'SRX4632612']	1907521
Gp0191688	Meripilus sumstinei FP 105329 Standard Draft		Gs0000001		Go0357144	662	1119287			300789	PRJNA368364	SAMN06281766	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX5058265', 'SRX5058263', 'SRX5058264', 'SRX5058261', 'SRX5058262', 'SRX5058260']	1940299
Gp0191691	Agrocybe praecox OKM6292 Standard Draft		Gs0000001		Go0357147	662	1119245			300789	PRJNA368367	SAMN06266818	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4632891', 'SRX4632892', 'SRX4632890', 'SRX4632884', 'SRX4632885', 'SRX4632893', 'SRX4632894', 'SRX4632883', 'SRX4632888', 'SRX4632889', 'SRX4632886', 'SRX4632887']	71668
Gp0191692	Sterigmatosporidium polymorphum UCDFST 82-13		Gs0000001		Go0357148	662	1119265			300789	PRJNA368368	SAMN06267002	incomplete	Complete	CSP	2012		2023-02-17	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	[]	5647
Gp0230834	Caulochytrium protostelioides ATCC52028 - #7		Gs0000001		Go0047315	662	1027356	48989		300789	PRJNA421606	SAMN08148462	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[]	[]	[]	1555241
Gp0230829	Caulochytrium protostelioides ATCC52028 - #10		Gs0000001		Go0047315	662	1027356	48992		300789	PRJNA421601	SAMN08148461	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[]	[]	[]	1555241
Gp0272413	Metschnikowia bicuspidata Baker2002 - S1P1pl3-53504		Gs0000001		Go0072273	662	1032366	53504		300789	PRJNA421585	SAMN08148431	incomplete	Complete				2017-12-08	2017-12-07	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	[]	[{'pubmedId': 30297742, 'journalName': 'Nat Microbiol', 'volume': '3', 'issue': '12', 'page': '1417-1428', 'title': 'Leveraging single-cell genomics to expand the fungal tree of life.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41564-018-0261-0'}]	[]	[]	27322
Gp0306062	Heterodoassansia hygrophilae CBS 346.65 Standard Draft		Gs0000001		Go0411612	662	1185594			300789	PRJNA519902	SAMN10865790	incomplete	Complete	CSP	2012		2021-11-07	2018-03-24	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5338812', 'SRX5338811', 'SRX5338814', 'SRX5338813', 'SRX5338816', 'SRX5338815']	2031139
Gp0305078	Conocybe apala SZMC-NL-8967 Standard Draft		Gs0000001		Go0411505	662	1185268			300789	PRJNA519864	SAMN10865785	incomplete	Complete	CSP	2012		2021-11-06	2018-03-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5338801', 'SRX5338802']	229365
Gp0110687	Sclerophora sanguinea CBS100924 Standard Draft		Gs0000001		Go0110215	662	1052664			300789	PRJNA334203	SAMN05447007	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2126084', 'SRX2126083']	1410009
Gp0032374	Coccodinium bartschii CBS 121709	Gi38935	Gs0000001		Go0032373	662	1011333			300789	PRJNA234666	SAMN05660919	Permanent Draft	Complete	CSP	2012		2023-02-17	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2110249', 'SRX2110250']	54530
Gp0019337	Myriangium duriaei CBS 260.36	Gi21433	Gs0000001		Go0019337	662	1006105		407843	300789	PRJNA196043	SAMN02745710	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	[]	147570
Gp0019408	Patellaria atrata CBS 101060	Gi22200	Gs0000001		Go0019408	662	1006113		407835	300789	PRJNA208393	SAMN02745730	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	[]	1346257
Gp0035338	Wilcoxina mikolae CBS 423.85	Gi23868	Gs0000001		Go0035338	662	1016515			300789	PRJNA196022	SAMN02745026	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-01-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX875140', 'SRX875141']	43439
Gp0036252	Schizopora paradoxa KUC8140	Gi0042414	Gs0000001		Go0036252	662	1018595			300789	PRJNA239088	SAMN02744842	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX711949']	27342
Gp0036295	Mutinus elegans ME.BST	Gi0042426	Gs0000001		Go0036295	662	1019445			300789	PRJNA256704	SAMN02946471	Permanent Draft	Complete	CSP	2012		2023-01-13	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2050798', 'SRX2050799', 'SRX2050800']	288524
Gp0036541	Lindra thalassiae JK4322	Gi0042795	Gs0000001		Go0036541	662	1019501			300789	PRJNA255592	SAMN02927920	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-03-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2050801']	45816
Gp0036318	Torpedospora radiata JK5252C	Gi0042434	Gs0000001		Go0036318	662	1019473			300789	PRJNA255593	SAMN02927907	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina HiSeq 2500-Rapid']	[]	[]	['SRX2050871', 'SRX2050872', 'SRX2050873', 'SRX2050874', 'SRX2050870', 'SRX2050868', 'SRX2050869']	311114
Gp0036322	Linderina pennispora ATCC 12442	Gi0042438	Gs0000001		Go0036322	662	1019509			300789	PRJNA243942	SAMN02744846	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX2705201', 'SRX711946', 'SRX1989956', 'SRX1989967', 'SRX1989957', 'SRX1989958', 'SRX1989959', 'SRX1989960', 'SRX1989950', 'SRX1989961', 'SRX1989951', 'SRX1989962', 'SRX1989963', 'SRX1989952', 'SRX1989953', 'SRX1989964', 'SRX1989954', 'SRX1989965', 'SRX1989966', 'SRX1989955']	61395
Gp0036559	Aaosphaeria arxii CBS 175.79	Gi0042801	Gs0000001		Go0036559	662	1019657			300789	PRJNA234399	SAMN05661102	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-03-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX6433208', 'SRX2110138']	1450171
Gp0036359	Niesslia exilis CBS 358.70	Gi0042334	Gs0000001		Go0036359	662	1019485			300789	PRJNA239481	SAMN02744853	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2066003', 'SRX2066002']	267680
Gp0091352	Acaromyces ingoldii MCA 4198	Gi0072492	Gs0000001		Go0091352	662	1036220			300789	PRJNA247834	SAMN02787018	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-03-31	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29771364, 'journalName': 'Molecular biology and evolution', 'volume': '35', 'issue': '8', 'page': '1840-1854', 'title': 'Broad Genomic Sampling Reveals a Smut Pathogenic Ancestry of the Fungal Clade Ustilaginomycotina.', 'publicationDate': '2018-02-01', 'doi': '10.1093/molbev/msy072'}]	[]	['SRX2064643', 'SRX2064642']	215250
Gp0091365	Tilletiopsis washingtonensis MCA 4816	Gi0072505	Gs0000001		Go0091365	662	1040192			300789	PRJNA247833	SAMN05503900	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-03-31	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29771364, 'journalName': 'Molecular biology and evolution', 'volume': '35', 'issue': '8', 'page': '1840-1854', 'title': 'Broad Genomic Sampling Reveals a Smut Pathogenic Ancestry of the Fungal Clade Ustilaginomycotina.', 'publicationDate': '2018-02-01', 'doi': '10.1093/molbev/msy072'}]	[]	['SRX2112548', 'SRX2112547']	58919
Gp0093918	Martensiomyces pterosporus CBS 209.56	Gi0073675	Gs0000001		Go0093918	662	1040168			300789	PRJNA251778	SAMN02841237	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-05-05	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112519']	61414
Gp0095856	Trinosporium guianense CBS132537	Gi0074568	Gs0000001		Go0095857	662	1040180			300789	PRJNA255619	SAMN02927934	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-06-16	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112531']	1196434
Gp0112135	Lindgomyces ingoldianus ATCC 200398 Standard Draft		Gs0000001		Go0110665	662	1042879			300789	PRJNA333498	SAMN05446602	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2114775', 'SRX2114774']	673940
Gp0112136	Obelidium mucronatum JEL802 Standard Draft		Gs0000001		Go0110666	662	1062127			300789	PRJNA333499	SAMN05443010	incomplete	Complete	CSP	2012		2022-12-27	2015-04-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX3299910', 'SRX3299911', 'SRX3299912', 'SRX2139353', 'SRX2139354', 'SRX3299909']	110081
Gp0113447	Lasiosphaeriaceae sp. AZ0830 Standard Draft		Gs0000001		Go0111473	662	1033481			300789	PRJNA346865	SAMN05920692	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX4061355', 'SRX4061354', 'SRX4061353', 'SRX4061352']	2184036
Gp0113490	Chytriomyces hyalinus JEL632 Standard Draft		Gs0000001		Go0111501	662	1042703			300789	PRJNA346871	SAMN05920684	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX3161837', 'SRX3161838']	4814
Gp0113632	Teichospora sp. FL1471 Standard Draft		Gs0000001		Go0111611	662	1033497			300789	PRJNA346889	SAMN05920975	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX4807066', 'SRX4807067']	1907231
Gp0113628	Filobasidium wieringae UCDFST 05-544 Standard Draft		Gs0000001		Go0111609	662	1063579			300789	PRJNA333389	SAMN05442984	Permanent Draft	Complete	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2139623']	104416
Gp0113757	Loramyces juncicola ATCC 46458 Standard Draft		Gs0000001		Go0111675	662	1045303			300789	PRJNA334368	SAMN05446221	Permanent Draft	Complete	CSP	2012		2022-12-30	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2118774', 'SRX2118775']	132173
Gp0113784	Microdochium bolleyi J235TASD1 Standard Draft		Gs0000001		Go0111687	662	1047703			300789	PRJNA308023	SAMN04386150	Permanent Draft	Complete	CSP	2012		2023-01-30	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[{'pubmedId': 27125481, 'journalName': 'Genome announcements', 'volume': '4', 'issue': '2', 'page': None, 'title': 'Draft Genome Sequence of Microdochium bolleyi, a Dark Septate Fungal Endophyte of Beach Grass.', 'publicationDate': '2016-05-01', 'doi': '10.1128/genomeA.00270-16'}]	[]	['SRX2118869']	196109
Gp0113391	Acephala macrosclerotiorum EW76-UTF0540 Standard Draft		Gs0000001		Go0111446	662	1034881			300789	PRJNA334316	SAMN05446088	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2052807']	886606
Gp0113452	Caliciopsis pinea CP-03-2014 Standard Draft		Gs0000001		Go0111476	662	1047739			300789	PRJNA346866	SAMN05920931	incomplete	In progress	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	['SRX5009208', 'SRX5009209']	152644
Gp0114656	Zygoascus hellenicus NRRL Y-7136 Standard Draft		Gs0000001		Go0112373	662	1040573			300789	PRJNA332967	SAMN05445961	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112583', 'SRX2112582']	5621
Gp0114096	Xylariales sp. AK1849 Standard Draft		Gs0000001		Go0111965	662	1033473			300789	PRJNA346300	SAMN05920918	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5202908', 'SRX5202907']	1907220
