	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
245	Afropavo congensis		Congo Peafowl	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
246	Afrotis afra		Black Bustard	Otididae		nan	nan	nan	nan	nan	B10K		
247	Afrotis afraoides		White-quilled Bustard	Otididae		nan	nan	nan	nan	nan	B10K		
248	Agamia agami		Agami Heron	Ardeidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
249	Agapornis canus		Grey-headed Lovebird	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
250	Agapornis fischeri		Fischer's Lovebird	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
251	Agapornis lilianae		Nyasa Lovebird	Psittaculidae		nan	nan	nan	nan	nan	B10K		
252	Agapornis nigrigenis		Black-cheeked Lovebird	Psittaculidae		nan	nan	nan	nan	nan	B10K		
253	Agapornis personatus		Yellow-collared Lovebird	Psittaculidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
254	Agapornis pullarius		Red-headed Lovebird	Psittaculidae		nan	nan	nan	nan	nan	B10K		
255	Agapornis roseicollis		Rosy-faced Lovebird	Psittaculidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
256	Agapornis roseicollis		Rosy-faced Lovebird	Psittaculidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
257	Agapornis swindernianus		Black-collared Lovebird	Psittaculidae		nan	nan	nan	nan	nan	B10K		
258	Agapornis taranta		Black-winged Lovebird	Psittaculidae		nan	nan	nan	nan	nan	B10K		
259	Agelaioides badius	badius	Baywing Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
260	Agelaioides badius		Baywing Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
261	Agelaius assimilis		Red-shouldered Blackbird	Icteridae		nan	nan	nan	nan	nan	B10K		
262	Agelaius humeralis		Tawny-shouldered Blackbird	Icteridae		nan	nan	nan	nan	nan	B10K		
263	Agelaius phoeniceus		Red-winged Blackbird	Icteridae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
264	Agelaius phoeniceus		Red-winged Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
265	Agelaius tricolor		Tricolored Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
266	Agelaius xanthomus		Yellow-shouldered Blackbird	Icteridae		nan	nan	nan	nan	nan	B10K		
267	Agelastes meleagrides		White-breasted Guineafowl	Numididae		nan	nan	nan	nan	nan	B10K		
268	Agelastes niger		Black Guineafowl	Numididae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
269	Agelasticus cyanopus		Unicolored Blackbird	Icteridae		nan	nan	nan	nan	nan	B10K		
270	Agelasticus thilius	petersii	Yellow-winged Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
271	Agelasticus xanthophthalmus		Pale-eyed Blackbird	Icteridae		nan	nan	nan	nan	nan	B10K		
272	Aglaeactis aliciae		Purple-backed Sunbeam	Trochilidae		nan	nan	nan	nan	nan	B10K		
273	Aglaeactis castelnaudii		White-tufted Sunbeam	Trochilidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
274	Aglaeactis cupripennis		Shining Sunbeam	Trochilidae		nan	nan	nan	nan	nan	B10K		
275	Aglaeactis pamela		Black-hooded Sunbeam	Trochilidae		nan	nan	nan	nan	nan	B10K		
276	Aglaiocercus berlepschi		Venezuelan Sylph	Trochilidae		nan	nan	nan	nan	nan	B10K		
277	Aglaiocercus coelestis		Violet-tailed Sylph	Trochilidae		nan	nan	nan	nan	nan	B10K		
278	Aglaiocercus kingii		Long-tailed Sylph	Trochilidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
279	Agraphospiza rubescens		Blanford's Rosefinch	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
280	Agriornis albicauda		White-tailed Shrike Tyrant	Tyrannidae		nan	nan	nan	nan	nan	B10K		
281	Agriornis lividus		Great Shrike Tyrant	Tyrannidae		nan	nan	nan	nan	nan	B10K		
282	Agriornis micropterus	andecola	Gray-bellied Shrike Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
283	Agriornis montanus	montanus	Black-billed Shrike Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
284	Agriornis murinus		Lesser Shrike Tyrant	Tyrannidae		nan	nan	nan	nan	nan	B10K		
285	Agropsar philippensis		Chestnut-cheeked Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
286	Agropsar sturninus		Purple-backed Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
287	Ailuroedus buccoides		White-eared Catbird	Ptilonorhynchidae		nan	nan	nan	nan	nan	B10K		
288	Ailuroedus crassirostris		Green Catbird	Ptilonorhynchidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
289	Aimophila notosticta		Oaxaca Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
290	Aimophila rufescens		Rusty Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
291	Aimophila ruficeps		Rufous-crowned Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
292	Aix galericulata		Mandarin Duck	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
293	Aix sponsa		Wood Duck	Anatidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
294	Akialoa ellisiana		Oahu Akialoa	Fringillidae		nan	nan	nan	nan	nan	B10K		
295	Akialoa lanaiensis		Lanai Akialoa	Fringillidae		nan	nan	nan	nan	nan	B10K		
296	Akialoa obscura		Lesser Akialoa	Fringillidae		nan	nan	nan	nan	nan	B10K		
297	Akialoa stejnegeri		Kauai Akialoa	Fringillidae		nan	nan	nan	nan	nan	B10K		
298	Akletos goeldii		Goeldi's Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
299	Akletos melanoceps		White-shouldered Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
300	Alaemon alaudipes		Greater Hoopoe Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
301	Alaemon hamertoni		Lesser Hoopoe Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
302	Alauda arvensis		Eurasian Sky Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
303	Alauda arvensis		Eurasian Sky Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
304	Alauda arvensis		Eurasian Sky Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
305	Alauda arvensis		Eurasian Sky Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
306	Alauda gulgula		Oriental Sky Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
307	Alauda leucoptera		White-winged Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
308	Alauda razae		Raso Island Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
309	Alaudala cheleensis		Asian Short-toed Lark	Alaudidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
310	Alaudala raytal		Sand Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
311	Alaudala rufescens		Lesser Short-toed Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
312	Alaudala somalica		Somali Short-toed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
313	Alca torda		Razorbill	Alcidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
314	Alcedo atthis		Common Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
315	Alcedo atthis		Common Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
316	Alcedo coerulescens		Cerulean Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
317	Alcedo euryzona		Blue-banded Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
318	Alcedo hercules		Blyth's Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
319	Alcedo meninting		Blue-eared Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
320	Alcedo quadribrachys		Shining-blue Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
321	Alcedo semitorquata		Half-collared Kingfisher	Alcedinidae		B10K	nan	nan	nan	sample_collected	B10K		
322	Alcippe brunneicauda		Brown Nun Babbler	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
323	Alcippe grotei		Black-browed Nun Babbler	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
324	Alcippe morrisonia		Grey-cheeked Nun Babbler	Leiothrichidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
325	Alcippe nipalensis		Nepal Nun Babbler	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
326	Alcippe peracensis		Mountain Nun Babbler	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
327	Alcippe poioicephala		Brown-cheeked Nun Babbler	Leiothrichidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
328	Alcippe pyrrhoptera		Javan Nun Babbler	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
329	Aleadryas rufinucha		Rufous-naped Bellbird	Oreoicidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
330	Alectoris barbara		Barbary Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
331	Alectoris chukar		Chukar Partridge	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
332	Alectoris graeca		Rock Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
333	Alectoris magna		Przevalski's Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
334	Alectoris melanocephala		Arabian Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
335	Alectoris philbyi		Philby's Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
336	Alectoris rufa		Red-legged Partridge	Phasianidae		B10K	B10K	B10K	nan	in_progress	B10K		
337	Alectroenas madagascariensis		Madagascar Blue Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
338	Alectroenas nitidissimus		Mauritius Blue Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
339	Alectroenas pulcherrimus		Seychelles Blue Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
340	Alectroenas sganzini		Comoro Blue Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
341	Alectrurus risora		Strange-tailed Tyrant	Tyrannidae		nan	nan	nan	nan	nan	B10K		
342	Alectrurus tricolor		Cock-tailed Tyrant	Tyrannidae		nan	nan	nan	nan	nan	B10K		
343	Alectura lathami		Australian Brush-turkey	Megapodiidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
344	Alectura lathami		Australian Brush-turkey	Megapodiidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
345	Alethe castanea		Fire-crested Alethe	Muscicapidae		nan	nan	nan	nan	nan	B10K		
346	Alethe diademata	castanea	White-tailed Alethe	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
347	Alipiopsitta xanthops		Yellow-faced Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
348	Alisterus amboinensis	amboinensis	Moluccan King Parrot	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
349	Alisterus chloropterus		Papuan King Parrot	Psittaculidae		nan	nan	nan	nan	nan	B10K		
350	Alisterus scapularis		Australian King Parrot	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
351	Alle alle		Little Auk	Alcidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
352	Allenia fusca		Scaly-breasted Thrasher	Mimidae		B10K	B10K	B10K	nan	in_progress	B10K		
353	Alopecoenas beccarii		Bronze Ground Dove	Columbidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
354	Alopecoenas canifrons		Palau Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
355	Alopecoenas rubescens		Marquesan Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
356	Alopecoenas salamonis		Thick-billed Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
357	Alopecoenas xanthonurus		White-throated Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
358	Alopecoenas erythropterus		Polynesian Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
359	Alopecoenas hoedtii		Wetar Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
360	Alopecoenas jobiensis		White-bibbed Ground Dove	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
361	Alopecoenas kubaryi		White-fronted Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
362	Alopecoenas sanctaecrucis		Santa Cruz Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
363	Alopecoenas stairi		Friendly Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
364	Alophoixus bres		Grey-cheeked Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
365	Alophoixus finschii		Finsch's Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
366	Alophoixus flaveolus		White-throated Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
367	Alophoixus frater		Palawan Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
368	Alophoixus ochraceus		Ochraceous Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
369	Alophoixus pallidus		Puff-throated Bulbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
370	Alophoixus phaeocephalus		Yellow-bellied Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
371	Alopochelidon fucata		Tawny-headed Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
372	Alopochen aegyptiaca		Egyptian Goose	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
373	Amadina erythrocephala		Red-headed Finch	Estrildidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
374	Amadina fasciata		Cut-throat Finch	Estrildidae		nan	nan	nan	nan	nan	B10K		
375	Amalocichla incerta		Lesser Ground Robin	Petroicidae		nan	nan	nan	nan	nan	B10K		
376	Amalocichla sclateriana		Greater Ground Robin	Petroicidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
377	Amandava amandava		Red Avadavat	Estrildidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
378	Amandava formosa		Green Avadavat	Estrildidae		nan	nan	nan	nan	nan	B10K		
379	Amandava subflava		Zebra Waxbill	Estrildidae		nan	nan	nan	nan	nan	B10K		
380	Amaurocichla bocagii		Bocage's Longbill	Motacillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
381	Amaurolimnas concolor	guatemalensis	Uniform Crake	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
382	Amaurornis cinerea		White-browed Crake	Rallidae		nan	nan	nan	nan	nan	B10K		
383	Amaurornis isabellina		Isabelline Bush-hen	Rallidae		nan	nan	nan	nan	nan	B10K		
384	Amaurornis magnirostris		Talaud Bush-hen	Rallidae		nan	nan	nan	nan	nan	B10K		
385	Amaurornis marginalis		Striped Crake	Rallidae		nan	nan	nan	nan	nan	B10K		
386	Amaurornis moluccana		Rufous-tailed Bush-hen	Rallidae		nan	nan	nan	nan	nan	B10K		
387	Amaurornis olivacea		Plain Bush-hen	Rallidae		nan	nan	nan	nan	nan	B10K		
388	Amaurornis phoenicurus		White-breasted Waterhen	Rallidae		nan	nan	nan	nan	nan	B10K		
389	Amaurospiza carrizalensis		Carrizal Seedeater	Cardinalidae		nan	nan	nan	nan	nan	B10K		
390	Amaurospiza concolor		Blue Seedeater	Cardinalidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
391	Amaurospiza moesta		Blackish-blue Seedeater	Cardinalidae		nan	nan	nan	nan	nan	B10K		
392	Amazilia amabilis		Blue-chested Hummingbird	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
393	Amazilia amazilia		Amazilia Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
394	Amazilia beryllina		Berylline Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
395	Amazilia boucardi		Mangrove Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
396	Amazilia brevirostris		White-chested Emerald	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
397	Amazilia candida		White-bellied Emerald	Trochilidae		nan	nan	nan	nan	nan	B10K		
398	Amazilia castaneiventris		Chestnut-bellied Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
399	Amazilia chionogaster		White-bellied Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
400	Amazilia cyanifrons		Indigo-capped Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
401	Amazilia cyanocephala		Azure-crowned Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
402	Amazilia cyanura		Blue-tailed Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
403	Amazilia decora		Charming Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
404	Amazilia edward		Snowy-breasted Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
405	Amazilia fimbriata	maculicauda	Glittering-throated Emerald	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
406	Amazilia franciae		Andean Emerald	Trochilidae		nan	nan	nan	nan	nan	B10K		
407	Amazilia lactea		Sapphire-spangled Emerald	Trochilidae		nan	nan	nan	nan	nan	B10K		
408	Amazilia leucogaster		Plain-bellied Emerald	Trochilidae		nan	nan	nan	nan	nan	B10K		
409	Amazilia luciae		Honduran Emerald	Trochilidae		nan	nan	nan	nan	nan	B10K		
410	Amazilia rosenbergi		Purple-chested Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
411	Amazilia rutila		Cinnamon Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
412	Amazilia saucerottei		Steely-vented Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
413	Amazilia tobaci		Copper-rumped Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
414	Amazilia tzacatl		Rufous-tailed Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
415	Amazilia versicolor		Versicolored Emerald	Trochilidae		nan	nan	nan	nan	nan	B10K		
416	Amazilia violiceps		Violet-crowned Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
417	Amazilia viridicauda		Green-and-white Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
418	Amazilia viridifrons		Green-fronted Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
419	Amazilia viridigaster	cupreicauda	Green-bellied Hummingbird	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
420	Amazilia yucatanensis		Buff-bellied Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
421	Amazona aestiva		Turquoise-fronted Parrot	Psittacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
422	Amazona agilis		Black-billed Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
423	Amazona albifrons		White-fronted Parrot	Psittacidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
424	Amazona amazonica	amazonica	Orange-winged Parrot	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
425	Amazona arausiaca		Red-necked Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
426	Amazona auropalliata		Yellow-naped Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
427	Amazona autumnalis		Red-lored Parrot	Psittacidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
428	Amazona barbadensis		Yellow-shouldered Parrot	Psittacidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
429	Amazona brasiliensis		Red-tailed Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
430	Amazona collaria		Yellow-billed Parrot	Psittacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
431	Amazona dufresniana		Blue-cheeked Parrot	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
432	Amazona farinosa		Mealy Parrot	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
433	Amazona festiva		Festive Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
434	Amazona finschi		Lilac-crowned Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
435	Amazona guildingii		St. Vincent Parrot	Psittacidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
436	Amazona guildingii		St. Vincent Parrot	Psittacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
437	Amazona imperialis		Imperial Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
438	Amazona kawalli		Kawall's Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
439	Amazona leucocephala		Cuban Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
440	Amazona mercenarius		Scaly-naped Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
441	Amazona ochrocephala	ochrocephala	Yellow-crowned Parrot	Psittacidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
442	Amazona oratrix		Yellow-headed Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
443	Amazona pretrei		Red-spectacled Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
444	Amazona rhodocorytha		Red-browed Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
445	Amazona tucumana		Tucuman Parrot	Psittacidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
446	Amazona ventralis		Hispaniolan Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
447	Amazona versicolor		St. Lucia Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
448	Amazona vinacea		Vinaceous-breasted Parrot	Psittacidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
449	Amazona viridigenalis		Red-crowned Parrot	Psittacidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
450	Amazona vittata		Puerto Rican Parrot	Psittacidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
451	Amazona xantholora		Yellow-lored Parrot	Psittacidae		nan	nan	nan	nan	nan	B10K		
452	Amazonetta brasiliensis	ipecutiri	Brazilian Teal	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
453	Amblycercus holosericeus	holosericeus	Yellow-billed Cacique	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
454	Amblyornis flavifrons		Golden-fronted Bowerbird	Ptilonorhynchidae		nan	nan	nan	nan	nan	B10K		
455	Amblyornis inornata		Vogelkop Bowerbird	Ptilonorhynchidae		nan	nan	nan	nan	nan	B10K		
456	Amblyornis macgregoriae		MacGregor's Bowerbird	Ptilonorhynchidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
457	Amblyornis subalaris		Streaked Bowerbird	Ptilonorhynchidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
458	Amblyospiza albifrons		Grosbeak Weaver	Ploceidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
459	Amblyramphus holosericeus		Scarlet-headed Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
460	Ammodramus aurifrons		Yellow-browed Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
461	Ammodramus humeralis	humeralis	Grassland Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
462	Ammodramus savannarum		Grasshopper Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
463	Ammomanes cinctura		Bar-tailed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
464	Ammomanes deserti		Desert Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
465	Ammomanes phoenicura		Rufous-tailed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
466	Ammomanopsis grayi	grayi	Gray's Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
467	Ammonastes pelzelni		Gray-bellied Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
468	Ammoperdix griseogularis		See-see Partridge	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
469	Ammoperdix heyi		Sand Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
470	Ammospiza caudacuta		Saltmarsh Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
471	Ammospiza leconteii		Le Conte's Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
472	Ammospiza maritima		Seaside Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
473	Ammospiza nelsoni		Nelson's Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
474	Ampeliceps coronatus		Golden-crested Myna	Sturnidae		nan	nan	nan	nan	nan	B10K		
