distribution,max,median,minimum,resolved_name
30,30,30,30,Andropogon glaziovii
10,10,10,10,Andropogon glomeratus
20,20,20,20,Andropogon gracilis
10,10,10,10,Andropogon gyrans
30-35,35,30,30,Andropogon hallii
30,30,30,30,Andropogon hypogynus
20,20,20,20,Andropogon ivorensis
10,10,10,10,Andropogon kilmandscharicus
30,30,30,30,Andropogon lateralis
10-20,20,10,10,Andropogon leucostachyus
10,10,10,10,Andropogon liebmannii
30,30,30,30,Andropogon lindmanii
10,10,10,10,Andropogon lividus
10,10,10,10,Andropogon longiberbis
20,20,20,20,Andropogon macrophyllus
10,10,10,10,Andropogon mannii
10-20,20,10,10,Andropogon munroi
10,10,10,10,Andropogon perligulatus
10,10,10,10,Andropogon polyptychos
10-20-40,40,20,10,Andropogon pseudapricus
20,20,20,20,Andropogon pseudoischaemum
10,10,10,10,Andropogon pumilus
10-20,20,10,10,Andropogon schirensis
10,10,10,10,Andropogon selloanus
10-15-20,20,10,10,Andropogon tectorum
10,10,10,10,Andropogon tenuiberbis
20-30,30,20,20,Andropogon ternarius
10-15-30,30,15,10,Andropogon ternatus
10,10,10,10,Andropogon tracyi
40,40,40,40,Andropogon urbanianus
10-30,30,10,10,Andropogon virgatus
10,10,10,10,Andropogon virginicus
19-33-42,42,33,19,Androsace adfinis
39,39,39,39,Androsace adfinis subsp. brigitanica
10,10,10,10,Androsace aizoon
19,19,19,19,Androsace alaskana
10-18,18,10,10,Androsace alpina
19,19,19,19,Androsace americana
10,10,10,10,Androsace amurensis
10,10,10,10,Androsace armeniaca
20,20,20,20,Androsace brevis
10,10,10,10,Androsace bulleyana
17-18,18,17,17,Androsace chaixii
10,10,10,10,Androsace chamaejasme
40,40,40,40,Androsace ciliata
9,9,9,9,Androsace cortusifolia
20,20,20,20,Androsace cylindrica
20,20,20,20,Androsace cylindrica subsp. hirtella
20,20,20,20,Androsace elongata
20,20,20,20,Androsace elongata subsp. acuta
10,10,10,10,Androsace fedtschenkoi
9-10,10,10,9,Androsace filiformis
10,10,10,10,Androsace foliosa
9,9,9,9,Androsace geraniifolia
18,18,18,18,Androsace globifera
10,10,10,10,Androsace gmelinii
19,19,19,19,Androsace halleri
20,20,20,20,Androsace hausmannii
19,19,19,19,Androsace hedreantha
20,20,20,20,Androsace helvetica
10,10,10,10,Androsace hookeriana
18,18,18,18,Androsace idahoensis
37-38,38,38,37,Androsace lactea
19,19,19,19,Androsace laevigata
19,19,19,19,Androsace laggeri
10,10,10,10,Androsace lanuginosa
10-15,15,10,10,Androsace lehmanniana
10,10,10,10,Androsace lehmanniana subsp. arctisibirica
10,10,10,10,Androsace limprichtii
20,20,20,20,Androsace mathildae
10-18-19-20-28-29-30-31,31,19,10,Androsace maxima
19,19,19,19,Androsace montana
19,19,19,19,Androsace nivalis
18-19-20,20,19,18,Androsace obtusifolia
10,10,10,10,Androsace occidentalis
11-19-20,20,19,11,Androsace ochotensis
20,20,20,20,Androsace pubescens
19,19,19,19,Androsace pyrenaica
10,10,10,10,Androsace rotundifolia
10,10,10,10,Androsace sarmentosa
10,10,10,10,Androsace sarmentosa subsp. primuloides
10,10,10,10,Androsace sempervivoides
10-20,20,10,10,Androsace septentrionalis
10,10,10,10,Androsace septentrionalis subsp. subulifera
10,10,10,10,Androsace septentrionalis subsp. subumbellata
10,10,10,10,Androsace spinulifera
10,10,10,10,Androsace strigillosa
9-10,10,9,9,Androsace umbellata
20,20,20,20,Androsace vandellii
10-36,36,10,10,Androsace villosa
10,10,10,10,Androsace villosa subsp. koso-poljanskii
10,10,10,10,Androsace villosa var. incana
20,20,20,20,Androsace wulfeniana
20-30,30,20,20,Androsace yargongensis
10-19-20,20,19,10,Androsace zambalensis
19,19,19,19,Androsace × pedemontana
9,9,9,9,Andryala agardhii
9,9,9,9,Andryala arenaria
9,9,9,9,Andryala cossyrensis
9,9,9,9,Andryala glandulosa
9,9,9,9,Andryala glandulosa subsp. cheiranthifolia
9-10,10,9,9,Andryala integrifolia
9-10,10,9,9,Andryala laevitomentosa
9,9,9,9,Andryala laxiflora
9,9,9,9,Andryala pinnatifida
9,9,9,9,Andryala pinnatifida subsp. jahandiezii
9,9,9,9,Andryala pinnatifida subsp. maroccana
9,9,9,9,Andryala pinnatifida subsp. mogadorensis
9,9,9,9,Andryala pinnatifida subsp. webbii
9,9,9,9,Andryala ragusina
9,9,9,9,Andryala tenuifolia
9,9,9,9,Andryala webbii
12-15-16,16,15,12,Aneilema acuminatum
30,30,30,30,Aneilema aequinoctiale
24-26-39,39,26,24,Aneilema beniniense
12-20,20,12,12,Aneilema brasiliense
13,13,13,13,Aneilema dispermum
16-30,30,16,16,Aneilema hockii
26,26,26,26,Aneilema indehiscens
16,16,16,16,Aneilema johnstonii
13-26,26,13,13,Aneilema lanceolatum
13,13,13,13,Aneilema lanceolatum subsp. subnudum
20,20,20,20,Aneilema macrorrhizum
13,13,13,13,Aneilema paludosum
18,18,18,18,Aneilema pedunculosum
13,13,13,13,Aneilema petersii
13,13,13,13,Aneilema pomeridianum
14,14,14,14,Aneilema setiferum
9,9,9,9,Aneilema spekei
13,13,13,13,Aneilema succulentum
13,13,13,13,Aneilema tanaense
20-50,50,20,20,Aneilema umbrosum
12-13-15-50,50,13,12,Aneilema umbrosum var. ovato-oblongum
13,13,13,13,Aneilema zebrinum
7,7,7,7,Anelsonia eurycarpa
10-11,11,11,10,Anemarrhena asphodeloides
8,8,8,8,Anemoclema glaucifolium
8,8,8,8,Anemone alpina
8-16,16,16,8,Anemone altaica
24,24,24,24,Anemone amurensis
7-8,8,8,7,Anemone apennina
7-8-14,14,14,7,Anemone baicalensis
7-8-10,10,7,7,Anemone baicalensis var. glabrata
7,7,7,7,Anemone baissunensis
8-12-16-24,24,12,8,Anemone baldensis
8,8,8,8,Anemone begoniifolia
8,8,8,8,Anemone berlandieri
8,8,8,8,Anemone biflora
7-8-16,16,8,7,Anemone blanda
24,24,24,24,Anemone bracteata
8-16,16,8,8,Anemone caerulea
7,7,7,7,Anemone canadensis
8,8,8,8,Anemone caroliniana
8,8,8,8,Anemone chinensis
7,7,7,7,Anemone coelestina
7,7,7,7,Anemone coelestina var. holophylla
8,8,8,8,Anemone coronaria
7,7,7,7,Anemone crassifolia
8,8,8,8,Anemone cylindrica
16,16,16,16,Anemone davidii
8,8,8,8,Anemone debilis
8-12,12,8,8,Anemone decapetala
7,7,7,7,Anemone deltoidea
7,7,7,7,Anemone demissa
7-8-14-16,16,14,7,Anemone dichotoma
16-24,24,16,16,Anemone drummondii
8,8,8,8,Anemone edwardsiana
7-8,8,8,7,Anemone elongata
14,14,14,14,Anemone exigua
7,7,7,7,Anemone falconeri
7-16,16,7,7,Anemone flaccida
8,8,8,8,Anemone flavescens
7,7,7,7,Anemone geum
8,8,8,8,Anemone grayi
8-12-16-24,24,12,8,Anemone halleri
24,24,24,24,Anemone helleborifolia
14,14,14,14,Anemone henryi
7-14,14,7,7,Anemone hepatica
7,7,7,7,Anemone hepatica var. acuta
7-14-21,21,7,7,Anemone hepatica var. japonica
8-16,16,8,8,Anemone hortensis
8,8,8,8,Anemone hupehensis
20,20,20,20,Anemone juzepczukii
14,14,14,14,Anemone keiskeana
24,24,24,24,Anemone knowltonia
24,24,24,24,Anemone lithophila
7,7,7,7,Anemone maxima
8,8,8,8,Anemone mexicana
8-16-24,24,8,8,Anemone montana
8,8,8,8,Anemone multiceps
8-16-32,32,16,8,Anemone multifida
16,16,16,16,Anemone multifida var. stylosa
7-8,8,7,7,Anemone narcissiflora
7,7,7,7,Anemone narcissiflora subsp. alaskana
7,7,7,7,Anemone narcissiflora subsp. biarmiensis
7-8-14,14,7,7,Anemone narcissiflora subsp. crinita
7-8-16,16,7,7,Anemone narcissiflora subsp. fasciculata
8,8,8,8,Anemone narcissiflora subsp. protracta
7-8,8,7,7,Anemone narcissiflora subsp. sachalinensis
7,7,7,7,Anemone narcissiflora subsp. zephyra
2-8-12-14-15-16-21-23,23,15,2,Anemone nemorosa
7-8,8,8,7,Anemone nikoensis
5-7-8-13,13,7,5,Anemone obtusiloba
8,8,8,8,Anemone occidentalis
8,8,8,8,Anemone oregana
8-16-24,24,8,8,Anemone palmata
7-8-16,16,8,7,Anemone parviflora
8-16,16,8,8,Anemone patens
8,8,8,8,Anemone patens subsp. multifida
8,8,8,8,Anemone pavoniana
7-8,8,8,7,Anemone polyanthes
8-16,16,8,8,Anemone pratensis
8-16,16,16,8,Anemone pulsatilla
16,16,16,16,Anemone quinquefolia
16,16,16,16,Anemone quinquefolia var. minima
16-20,20,16,16,Anemone raddeana
15-16-24,24,16,15,Anemone ranunculoides
8,8,8,8,Anemone reflexa
16,16,16,16,Anemone regeliana
7,7,7,7,Anemone richardsonii
8,8,8,8,Anemone rigida
7-8-12-14-24,24,8,7,Anemone rivularis
8,8,8,8,Anemone rivularis var. flore-minore
8-16,16,16,8,Anemone rubra
7,7,7,7,Anemone rupestris
7,7,7,7,Anemone rupestris subsp. gelida
8-16-24,24,16,8,Anemone rupicola
8-12-17,17,8,8,Anemone scabiosa
8,8,8,8,Anemone scherfelii
7,7,7,7,Anemone shikokiana
16,16,16,16,Anemone slavica
8,8,8,8,Anemone stolonifera
16,16,16,16,Anemone styriaca
8-16,16,8,8,Anemone sylvestris
7-14,14,14,7,Anemone tenuicaulis
8-16,16,8,8,Anemone tetonensis
7-14-16,16,7,7,Anemone tetrasepala
8,8,8,8,Anemone thomsonii
8,8,8,8,Anemone tomentosa
8-14-16,16,14,8,Anemone transsilvanica
8-15-16,16,16,8,Anemone trifolia
8,8,8,8,Anemone triternata
14,14,14,14,Anemone trullifolia
8,8,8,8,Anemone tuberosa
23-24,24,24,23,Anemone udensis
8,8,8,8,Anemone umbrosa
16,16,16,16,Anemone umbrosa subsp. sciaphila
16,16,16,16,Anemone uralensis
8,8,8,8,Anemone vernalis
24,24,24,24,Anemone vesicatoria
8,8,8,8,Anemone virginiana
8,8,8,8,Anemone virginiana var. alba
7-8-10,10,8,7,Anemone vitifolia
12,12,12,12,Anemone × gokayamensis
7-21,21,7,7,Anemonella thalictroides
7-14,14,7,7,Anemonidium dichotomum
8,8,8,8,Anemonoides jenisseensis
8,8,8,8,Anemonopsis macrophylla
20,20,20,20,Anemopaegma chamberlaynii
20,20,20,20,Anemopaegma laeve
20,20,20,20,Anemopaegma orbiculatum
11-22,22,22,11,Anemopsis californica
9-11-13-14-15-22,22,11,9,Anethum graveolens
11,11,11,11,Anethum sowa
11,11,11,11,Angelica acutiloba
11,11,11,11,Angelica acutiloba var. iwatensis
11,11,11,11,Angelica acutiloba var. lineariloba
11,11,11,11,Angelica ampla
11-22,22,22,11,Angelica amurensis
11-22,22,11,11,Angelica anomala
11,11,11,11,Angelica apaensis
11,11,11,11,Angelica archangelica
11,11,11,11,Angelica archangelica subsp. decurrens
11,11,11,11,Angelica archangelica subsp. litoralis
11,11,11,11,Angelica arguta
11,11,11,11,Angelica atropurpurea
11,11,11,11,Angelica biserrata
11,11,11,11,Angelica boninensis
11,11,11,11,Angelica brevicaulis
33,33,33,33,Angelica breweri
11,11,11,11,Angelica callii
11,11,11,11,Angelica canbyi
11,11,11,11,Angelica cartilaginomarginata
22,22,22,22,Angelica cincta
11,11,11,11,Angelica citriodora
11,11,11,11,Angelica cyclocarpa
11-22,22,11,11,Angelica czernaevia
11,11,11,11,Angelica dahurica
11,11,11,11,Angelica dailingensis
11,11,11,11,Angelica dawsonii
11,11,11,11,Angelica decursiva
11,11,11,11,Angelica distans
11,11,11,11,Angelica edulis
11-14,14,11,11,Angelica genuflexa
11,11,11,11,Angelica gigas
11,11,11,11,Angelica glauca
11-14,14,11,11,Angelica gmelinii
11,11,11,11,Angelica grayi
9-11-55,55,11,9,Angelica grosseserrata
11,11,11,11,Angelica hakonensis
11,11,11,11,Angelica hendersonii
11,11,11,11,Angelica inaequalis
11,11,11,11,Angelica japonica
11,11,11,11,Angelica kangdingensis
11,11,11,11,Angelica keiskei
22,22,22,22,Angelica kingii
11,11,11,11,Angelica laxifoliata
11,11,11,11,Angelica likiangensis
11-14,14,11,11,Angelica lucida
11,11,11,11,Angelica maowenensis
11-22,22,22,11,Angelica maximowiczii
11,11,11,11,Angelica miqueliana
11,11,11,11,Angelica multicaulis
11,11,11,11,Angelica nelsonii
11-22,22,11,11,Angelica nitida
22,22,22,22,Angelica nubigena
11,11,11,11,Angelica pachycarpa
11,11,11,11,Angelica pachyptera
11,11,11,11,Angelica palustris
11,11,11,11,Angelica polymorpha
11,11,11,11,Angelica pseudoselinum
11,11,11,11,Angelica pubescens
11,11,11,11,Angelica purpurascens
11,11,11,11,Angelica razulii
11,11,11,11,Angelica roseana
22-33,33,22,22,Angelica sachalinensis
11,11,11,11,Angelica sachokiana
11-14,14,14,11,Angelica saxatilis
11,11,11,11,Angelica saxicola
11,11,11,11,Angelica saxicola var. yoshinagae
11,11,11,11,Angelica scaberula
11,11,11,11,Angelica setchuenensis
11,11,11,11,Angelica shikokiana
11,11,11,11,Angelica sinensis
11,11,11,11,Angelica sinensis var. wilsonii
11-13,13,11,11,Angelica sylvestris
11,11,11,11,Angelica tatianae
11,11,11,11,Angelica tenuifolia
11,11,11,11,Angelica tenuisecta
11,11,11,11,Angelica ternata
55,55,55,55,Angelica tianmuensis
11,11,11,11,Angelica triquinata
11,11,11,11,Angelica ursina
11,11,11,11,Angelica valida
11,11,11,11,Angelica venenosa
11,11,11,11,Angelica viridiflora
14,14,14,14,Angelonia campestris
10,10,10,10,Angelonia cubensis
10,10,10,10,Angelonia grandiflora
10,10,10,10,Angelonia salicariifolia
32,32,32,32,Angelphytum hatschbachii
32,32,32,32,Angelphytum indutum
13,13,13,13,Angianthus acrohyalinus
13,13,13,13,Angianthus milnei
13,13,13,13,Angianthus preissianus
6-12,12,12,6,Angianthus tomentosus
6,6,6,6,Angianthus uniflorus
11,11,11,11,Anginon difforme
11,11,11,11,Anginon fruticosum
11,11,11,11,Anginon swellendamense
11,11,11,11,Angophora costata
11,11,11,11,Angophora floribunda
11,11,11,11,Angophora hispida
11,11,11,11,Angophora subvelutina
25,25,25,25,Angraecopsis breviloba
25,25,25,25,Angraecopsis gracillima
25,25,25,25,Angraecopsis pusilla
25,25,25,25,Angraecopsis trifurca
24,24,24,24,Angraecum aporoides
19,19,19,19,Angraecum arachnites
25,25,25,25,Angraecum bancoense
19,19,19,19,Angraecum birrimense
19-25,25,19,19,Angraecum calceolus
19,19,19,19,Angraecum caricifolium
21-24,24,21,21,Angraecum compressicaule
19,19,19,19,Angraecum cultriforme
25,25,25,25,Angraecum distichum
46,46,46,46,Angraecum doratophyllum
19,19,19,19,Angraecum eburneum
19,19,19,19,Angraecum eburneum subsp. giryamae
19,19,19,19,Angraecum eichlerianum
21,21,21,21,Angraecum erectum
23,23,23,23,Angraecum gabonense
19,19,19,19,Angraecum infundibulare
19-20,20,20,19,Angraecum leonis
21,21,21,21,Angraecum multinominatum
25,25,25,25,Angraecum podochiloides
23,23,23,23,Angraecum pungens
38,38,38,38,Angraecum sacciferum
19,19,19,19,Angraecum scottianum
19-21,21,19,19,Angraecum sesquipedale
25,25,25,25,Angraecum subulatum
13,13,13,13,Angylocalyx oligophyllus
11-12,12,11,11,Aniba panurensis
11-12,12,11,11,Aniba rosaeodora
6,6,6,6,Anigozanthos bicolor
6,6,6,6,Anigozanthos flavidus
6,6,6,6,Anigozanthos manglesii
6,6,6,6,Anigozanthos viridis
18,18,18,18,Anisacanthus andersonii
18,18,18,18,Anisacanthus linearis
18,18,18,18,Anisacanthus quadrifidus
18,18,18,18,Anisacanthus quadrifidus var. wrightii
18,18,18,18,Anisacanthus thurberi
30,30,30,30,Aniseia martinicensis
21,21,21,21,Aniselytron treutleri
7,7,7,7,Anisocarpus madioides
7-14-17,17,7,7,Anisocarpus scabridus
26,26,26,26,Anisochilus argenteus
14-16-17,17,17,14,Anisochilus carnosus
17,17,17,17,Anisochilus scaber
7,7,7,7,Anisocoma acaulis
22,22,22,22,Anisodontea scabrosa
21,21,21,21,Anisodontea triloba
24,24,24,24,Anisodus acutangulus
12-24-25,25,24,12,Anisodus luridus
21-24,24,24,21,Anisodus tanguticus
17,17,17,17,Anisomeles heyneana
10-12-15-17-20,20,17,10,Anisomeles indica
16-17,17,16,16,Anisomeles malabarica
7,7,7,7,Anisopappus anemonifolius
14,14,14,14,Anisopappus chinensis
14,14,14,14,Anisopappus chinensis subsp. africanus
10,10,10,10,Anisoptera costata
11,11,11,11,Anisoptera laevis
10,10,10,10,Anisoptera scaphula
11,11,11,11,Anisoptera thurifera
9,9,9,9,Anisosciadium lanatum
11,11,11,11,Anisosciadium orientale
17,17,17,17,Anisotes madagascariensis
7,7,7,7,Anisothrix integra
11,11,11,11,Anisotome aromatica
11,11,11,11,Anisotome capillifolia
11,11,11,11,Anisotome deltoidea
11,11,11,11,Anisotome filifolia
11,11,11,11,Anisotome flexuosa
11,11,11,11,Anisotome haastii
11,11,11,11,Anisotome latifolia
11,11,11,11,Anisotome lyallii
11,11,11,11,Anisotome pilifera
13,13,13,13,Ankyropetalum gypsophiloides
12,12,12,12,Annesorhiza macrocarpa
8,8,8,8,Annickia polycarpa
7,7,7,7,Annona cacans
7-8,8,7,7,Annona cherimola
21,21,21,21,Annona coriacea
7,7,7,7,Annona dioica
14,14,14,14,Annona glabra
7,7,7,7,Annona macroprophyllata
8,8,8,8,Annona montana
7-8,8,7,7,Annona muricata
7,7,7,7,Annona prevostiae
7,7,7,7,Annona purpurea
7-8-14,14,7,7,Annona reticulata
7-8-9-14,14,7,7,Annona squamosa
15,15,15,15,Anoda abutiloides
15-45,45,15,15,Anoda acerifolia
15,15,15,15,Anoda albiflora
15-30,30,15,15,Anoda crenatiflora
15-30-45,45,30,15,Anoda cristata
18-30,30,18,18,Anoda lanceolata
15,15,15,15,Anoda leonensis
15,15,15,15,Anoda palmata
15,15,15,15,Anoda pedunculosa
15,15,15,15,Anoda pentaschista
15,15,15,15,Anoda pubescens
7-15,15,7,7,Anoda reticulata
13-14,14,13,13,Anoda thurberi
15-20,20,20,15,Anoectochilus brevilabris
12-20,20,20,12,Anoectochilus formosanus
15-20,20,15,15,Anoectochilus roxburghii
12,12,12,12,Anogeissus latifolia
12,12,12,12,Anogeissus leiocarpa
12,12,12,12,Anogeissus pendula
12,12,12,12,Anogeissus sericea
12,12,12,12,Anogeissus sericea var. nummularia
18,18,18,18,Anomochloa marantoidea
12,12,12,12,Anoplocaryum compressum
32,32,32,32,Anopyxis klaineana
14,14,14,14,Anotea flavida
10-18,18,18,10,Anredera baselloides
12-18,18,12,12,Anredera cordifolia
12-24,24,12,12,Anredera diffusa
12,12,12,12,Anredera krapovickasii
21,21,21,21,Ansellia africana
9,9,9,9,Antegibbaeum fissoides
24-26-28-30-35-38-42-49-56-60,60,35,24,Antennaria alpina
14,14,14,14,Antennaria anaphaloides
14,14,14,14,Antennaria arcuata
7-14,14,14,7,Antennaria argentea
14-28-42,42,28,14,Antennaria aromatica
28,28,28,28,Antennaria boecheriana
28,28,28,28,Antennaria canescens
14-20-21-28,28,28,14,Antennaria carpatica
21,21,21,21,Antennaria carpatica subsp. helvetica
9-14-28,28,14,9,Antennaria caucasica
28,28,28,28,Antennaria chilensis
14-21-28,28,14,14,Antennaria corymbosa
14,14,14,14,Antennaria densifolia
14-28,28,14,14,Antennaria dimorpha
9-12-13-14-17-28,28,14,9,Antennaria dioica
14,14,14,14,Antennaria flagellaris
14-28-30-35-40-42-50,50,35,14,Antennaria friesiana
14-28,28,14,14,Antennaria friesiana subsp. alaskana
28,28,28,28,Antennaria friesiana subsp. neoalaskana
14,14,14,14,Antennaria geyeri
14,14,14,14,Antennaria gnaphalioides
28-31-35-42-47-50-51-56-70,70,42,28,Antennaria howellii
28-42-43-50-51,51,42,28,Antennaria howellii subsp. canadensis
26-28-31-35-42-47-49-50-56-70,70,42,26,Antennaria howellii subsp. neodioica
28-40-42-45-49-50-52-56-65,65,42,28,Antennaria howellii subsp. petaloidea
14-21,21,14,14,Antennaria lanata
14,14,14,14,Antennaria luzuloides
14,14,14,14,Antennaria luzuloides subsp. aberrans
14-28-42-56-70,70,42,14,Antennaria marginata
14-28-49-56,56,28,14,Antennaria media
14-21-28-31-50,50,21,14,Antennaria microphylla
14-28-30-35-37-40,40,28,14,Antennaria monocephala
28-30-35-56,56,30,28,Antennaria monocephala subsp. angustata
14-28-30-35-42,42,14,14,Antennaria neglecta
14,14,14,14,Antennaria nordhageniana
28-35-42-56,56,42,28,Antennaria parlinii
21-28-42,42,42,21,Antennaria parlinii subsp. fallax
42,42,42,42,Antennaria parviflora
28-35-42-49-50-56-60-63-65-70,70,56,28,Antennaria parvifolia
14,14,14,14,Antennaria plantaginifolia
14,14,14,14,Antennaria pulchella
14-28-42,42,28,14,Antennaria pulcherrima
28,28,28,28,Antennaria pulcherrima subsp. eucosma
14,14,14,14,Antennaria racemosa
14-21-28-30-31-34-35-36-63,63,28,14,Antennaria rosea
21-28-35,35,28,21,Antennaria rosea subsp. arida
13-14-21-28-30-35-42,42,28,13,Antennaria rosea subsp. confinis
21-28,28,28,21,Antennaria rosea subsp. pulvinata
14,14,14,14,Antennaria rosulata
28,28,28,28,Antennaria rousseaui
84,84,84,84,Antennaria soliceps
14-35,35,14,14,Antennaria solitaria
28,28,28,28,Antennaria stenophylla
14,14,14,14,Antennaria suffrutescens
14-28-30-35-42,42,28,14,Antennaria umbrinella
14-28-81,81,28,14,Antennaria virginica
10,10,10,10,Anthaenantia villosa
10,10,10,10,Anthaenantiopsis rojasiana
20,20,20,20,Anthaenantiopsis trachystachya
18,18,18,18,Anthemis abylaea
9-18,18,18,9,Anthemis aetnensis
9-18,18,18,9,Anthemis argyrophylla
8-9,9,9,8,Anthemis arvensis
9,9,9,9,Anthemis arvensis subsp. incrassata
9,9,9,9,Anthemis arvensis subsp. sphacelata
9,9,9,9,Anthemis auriculata
9,9,9,9,Anthemis caerulescens
9,9,9,9,Anthemis candidissima
9,9,9,9,Anthemis chia
9,9,9,9,Anthemis chrysantha
9,9,9,9,Anthemis confusa
9,9,9,9,Anthemis cota
9,9,9,9,Anthemis cotula
9-18,18,18,9,Anthemis cretica
9,9,9,9,Anthemis cretica subsp. anatolica
9-18-27-33-34-35,35,18,9,Anthemis cretica subsp. carpatica
18,18,18,18,Anthemis cretica subsp. columnae
9,9,9,9,Anthemis cretica subsp. iberica
18,18,18,18,Anthemis cretica subsp. leucanthemoides
18,18,18,18,Anthemis cretica subsp. saxatilis
18,18,18,18,Anthemis cretica subsp. sibthorpii
9,9,9,9,Anthemis cretica subsp. spruneri
9-18,18,18,9,Anthemis cretica subsp. tenuiloba
9-18,18,18,9,Anthemis cupaniana
9,9,9,9,Anthemis cyrenaica
9,9,9,9,Anthemis fruticulosa
9,9,9,9,Anthemis gharbensis
9,9,9,9,Anthemis glaberrima
9,9,9,9,Anthemis haussknechtii
9,9,9,9,Anthemis hydruntina
9,9,9,9,Anthemis ismelia
18,18,18,18,Anthemis kitaibelii
9,9,9,9,Anthemis kruegeriana
9,9,9,9,Anthemis laconica
9,9,9,9,Anthemis macedonica
9-11,11,9,9,Anthemis macedonica subsp. orbelica
9,9,9,9,Anthemis macedonica subsp. stribrnyi
9,9,9,9,Anthemis macrotis
8-9-18-27,27,18,8,Anthemis maritima
9,9,9,9,Anthemis maroccana
9,9,9,9,Anthemis marschalliana
9,9,9,9,Anthemis marschalliana subsp. pectinata
8-9,9,9,8,Anthemis marschalliana subsp. sosnovskyana
9,9,9,9,Anthemis mauritiana subsp. faurei
9,9,9,9,Anthemis melampodina
9,9,9,9,Anthemis melampodina subsp. deserti
9,9,,9,Anthemis microcephala
9,9,9,9,Anthemis microsperma
9,9,9,9,Anthemis muricata
9,9,9,9,Anthemis orientalis
9,9,9,9,Anthemis parnassica
9-18,18,9,9,Anthemis pedunculata
9,9,9,9,Anthemis pedunculata subsp. atlantica
9,9,9,9,Anthemis pedunculata subsp. turolensis
9,9,9,9,Anthemis peregrina
9,9,9,9,Anthemis plutonia
9,9,9,9,Anthemis pseudocotula
9-18,18,18,9,Anthemis punctata
9,9,9,9,Anthemis rhodocentra
9,9,9,9,Anthemis rigida
18,18,18,18,Anthemis rumelica
9,9,9,9,Anthemis ruthenica
9,9,9,9,Anthemis sancti-johannis
9,9,,9,Anthemis saxatilis
9,9,9,9,Anthemis scopulorum
9,9,9,9,Anthemis secundiramea
9,9,9,9,Anthemis secundiramea subsp. urvilleana
9,9,9,9,Anthemis stiparum
9,9,9,9,Anthemis stiparum subsp. sabulicola
18,18,18,18,Anthemis subcinerea
9,9,9,9,Anthemis taubertii
18,18,18,18,Anthemis tenuiloba
9,9,9,9,Anthemis tenuisecta
9,9,9,9,Anthemis tigrensis
9,9,9,9,Anthemis tomentella
9,9,9,9,Anthemis tricolor
9,9,9,9,Anthemis triumfetti
9,9,9,9,Anthemis trotzkiana
9,9,9,9,Anthemis ubensis
9,9,9,9,Anthemis virescens
9,9,9,9,Anthemis werneri
9,9,9,9,Anthemis yemensis
9,9,9,9,Anthemis zaianica
9,9,9,9,Anthephora argentea
9,9,9,9,Anthephora hermaphrodita
18-20,20,18,18,Anthephora pubescens
7,7,7,7,Anthericopsis sepalosa
15-32,32,15,15,Anthericum baeticum
15-16-24-28-30-32,32,16,15,Anthericum liliago
8,8,8,8,Anthericum neghellense
15-16,16,16,15,Anthericum ramosum
36,36,36,36,Anthocercis anisantha
36,36,36,36,Anthocercis genistoides
36,36,36,36,Anthocercis gracilis
36,36,36,36,Anthocercis ilicifolia
