Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Caenorhabditis japonica		strain: DF5081	281687	C_japonica-7.0.1	GCA_000147155.1	GenBank		Scaffold	10166	166256191	2010-09-24		PRJNA12591	SAMN02953724
Camponotus floridanus	Florida carpenter ant		104421	CamFlo_1.0	GCA_000147175.1	GenBank	From INSDC submitter	Scaffold	19487	232685334	2010-09-17	16440	PRJNA50201	SAMN02953777
Harpegnathos saltator	Jerdon's jumping ant	strain: R22 G/1	610380	HarSal_1.0	GCA_000147195.1	GenBank	From INSDC submitter	Scaffold	38321	294465601	2010-09-17	17624	PRJNA50203	SAMN00016742
Wickerhamomyces anomalus NRRL Y-366		strain: NRRL Y-366	885923	WaNRRLY366_v02	GCA_000147375.2	GenBank		Scaffold	21471	26554997	2011-09-09		PRJNA52059	SAMN02981276
Oryza glaberrima	African rice		4538	Oryza_glaberrima_V1	GCA_000147395.2	GenBank		Scaffold	22955	303294962	2010-09-22		PRJNA13765	SAMN02981267
Chlorella variabilis		strain: NC64A	554065	v 1.0	GCA_000147415.1	GenBank	From INSDC submitter	Scaffold	27941	46159512	2010-09-16	9780	PRJNA45853	SAMN02744065
Malus domestica	apple	cultivar: Golden Delicious	3750	MalDomGD1.0	GCA_000148765.2	GenBank		Chromosome	20981	526197889	2010-11-18		PRJNA28845	SAMN02981243
Petromyzon marinus	sea lamprey	isolate: animal number 11	7757	Petromyzon_marinus-7.0	GCA_000148955.1	GenBank		Scaffold	13108	885534757	2010-10-07		PRJNA12880	SAMN02981275
Colletotrichum graminicola M1.001		strain: M1.001	645133	C_graminicola_M1_001_V1	GCA_000149035.1	GenBank	From INSDC submitter	Scaffold	228959	51604658	2010-10-12	12400	PRJNA37879	SAMN02953757
Mayetiola destructor	Hessian fly	sex: male, strain: Kansas Great Plain	39758	Mdes_1.0	GCA_000149185.1	GenBank		Scaffold	14032	185827756	2010-10-18		PRJNA45867	SAMN02953781
Aspergillus nidulans FGSC A4		strain: FGSC A4	227321	ASM14920v2	GCA_000149205.2	GenBank	From INSDC submitter	Scaffold	282268	30242742	2012-03-01	9591	PRJNA130	SAMN02953587
Lachancea kluyveri NRRL Y-12651		strain: NRRL Y-12651	226302	ASM14922v1	GCA_000149225.1	GenBank		Chromosome	1252455	11509127	2011-05-12		PRJNA1445	SAMN02953588
Cryptococcus neoformans var. grubii H99		strain: H99	235443	CNA3	GCA_000149245.3	GenBank	From INSDC submitter	Chromosome	1422463	18891193	2014-02-07	8338	PRJNA411	SAMN03081441
Ciona savignyi	Pacific transparent sea squirt		51511	ASM14926v1	GCA_000149265.1	GenBank		Scaffold	22563	587352817	2004-02-25		PRJNA1435	SAMN02952906
Oryza sativa Japonica Group	Japanese rice	cultivar: Nipponbare	39947	OrySat_Sep2003	GCA_000149285.1	GenBank	From INSDC submitter	Chromosome	21233	391147533	2005-01-04	37032	PRJNA13139	SAMN02953597
Rhizopus delemar RA 99-880		strain: RA 99-880	246409	RO3	GCA_000149305.1	GenBank	From INSDC submitter	Scaffold	303659	46087117	2009-05-27	17703	PRJNA13066	SAMN02953598
Coccidioides immitis RS		strain: RS	246410	ASM14933v2	GCA_000149335.2	GenBank	From INSDC submitter	Scaffold	4311478	28947925	2009-10-29	9905	PRJNA12883	SAMN02953601
Saccharomyces cerevisiae RM11-1a		strain: RM11-1a	285006	ASM14936v1	GCA_000149365.1	GenBank	From INSDC submitter	Scaffold	263288	11736985	2008-05-05	5960	PRJNA13674	SAMN02953602
Cryptococcus neoformans var. neoformans B-3501A		strain: B-3501A	283643	ASM14938v1	GCA_000149385.1	GenBank	From INSDC submitter	Chromosome	496385	19699782	2004-07-16	6609	PRJNA12386	SAMN02953604
Thalassiosira pseudonana CCMP1335		strain: CCMP1335	296543	ASM14940v2	GCA_000149405.2	GenBank	From INSDC submitter	Chromosome	1267198	32437365	2009-01-16	11771	PRJNA191	SAMN02744045
Meyerozyma guilliermondii ATCC 6260		strain: ATCC 6260	294746	ASM14942v1	GCA_000149425.1	GenBank	From INSDC submitter	Scaffold	313225	10609954	2007-05-08	6062	PRJNA12729	SAMN02953607
Candida albicans WO-1		strain: WO-1	294748	ASM14944v2	GCA_000149445.2	GenBank	From INSDC submitter	Chromosome	537130	14417669	2009-06-03	6101	PRJNA16373	SAMN02953609
Drosophila pseudoobscura pseudoobscura		strain: MV2-25	46245	ASM14949v1	GCA_000149495.1	GenBank		Scaffold	46881	164365884	2004-12-06		PRJNA13195	SAMN02953612
Caenorhabditis remanei		strain: PB4641	31234	ASM14951v1	GCA_000149515.1	GenBank	From INSDC submitter	Scaffold	30717	145442736	2007-07-19	32429	PRJNA12588	SAMN00627085
Fusarium verticillioides 7600		strain: 7600	334819	ASM14955v1	GCA_000149555.1	GenBank	From INSDC submitter	Chromosome	392397	41791161	2008-11-21	16240	PRJNA15553	SAMN02953630
Histoplasma capsulatum NAm1		strain: NAm1	339724	ASM14958v1	GCA_000149585.1	GenBank	From INSDC submitter	Scaffold	27346	32988475	2007-07-02	9402	PRJNA12654	SAMN02953633
Aspergillus terreus NIH2624		strain: NIH2624	341663	ASM14961v1	GCA_000149615.1	GenBank	From INSDC submitter	Scaffold	224147	29331195	2006-09-08	10551	PRJNA15631	SAMN02953635
Aspergillus fischeri NRRL 181		strain: NRRL 181	331117	ASM14964v3	GCA_000149645.3	GenBank	From INSDC submitter	Scaffold	1240190	31665876	2006-12-14	10669	PRJNA15672	SAMN02953637
Plasmodium falciparum HB3		isolate: HB3	137071	ASM14966v2	GCA_000149665.2	GenBank	From INSDC submitter	Scaffold	20619	24258511	2009-09-22	5711	PRJNA16340	SAMN02953642
Lodderomyces elongisporus NRRL YB-4239		strain: NRRL YB-4239	379508	ASM14968v1	GCA_000149685.1	GenBank	From INSDC submitter	Scaffold	261145	15511671	2007-05-07	5908	PRJNA12899	SAMN02953647
Toxoplasma gondii GT1		strain: GT1	507601	TGGT1	GCA_000149715.2	GenBank	From INSDC submitter	Scaffold	393263	65040897	2013-07-19	8637	PRJNA16727	SAMN02953654
Phytophthora ramorum	Sudden oak death agent	strain: Pr102	164328	ASM14973v1	GCA_000149735.1	GenBank		Scaffold	47511	66652401	2008-03-03		PRJNA12571	SAMN02953655
Phytophthora sojae		strain: P6497	67593	P.sojae V3.0	GCA_000149755.2	GenBank	From INSDC submitter	Scaffold	385992	82597641	2011-10-03	28142	PRJNA17989	SAMN02953656
Ascosphaera apis ARSEF 7405		isolate: 0.5-1A, strain: USDA-ARSEF 7405	392613	ASM14977v1	GCA_000149775.1	GenBank		Scaffold	3803	21522134	2006-08-18		PRJNA17285	SAMN00253832
Plasmodium falciparum Dd2		isolate: Dd2	57267	ASM14979v1	GCA_000149795.1	GenBank	From INSDC submitter	Scaffold	11610	20875591	2009-09-22	5530	PRJNA17829	SAMN02953660
Coccidioides immitis H538.4		strain: H538.4	396776	ASM14981v1	GCA_000149815.1	GenBank	From INSDC submitter	Scaffold	11853	27732018	2006-09-25	10724	PRJNA17355	SAMN02953661
Schizosaccharomyces japonicus yFS275		strain: yFS275	402676	SJ5	GCA_000149845.2	GenBank	From INSDC submitter	Scaffold	1768158	11733154	2013-08-16	5224	PRJNA13640	SAMN02953668
Batrachochytrium dendrobatidis JEL423		strain: JEL423	403673	BD_JEL423	GCA_000149865.1	GenBank	From INSDC submitter	Scaffold	221037	23722384	2006-10-25	8763	PRJNA13653	SAMN02953669
Coccidioides immitis RMSCC 2394		strain: RMSCC 2394	404692	ASM14989v1	GCA_000149895.1	GenBank	From INSDC submitter	Scaffold	160055	28816906	2006-11-02	10524	PRJNA17713	SAMN02953671
Puccinia graminis f. sp. tritici CRL 75-36-700-3		strain: CRL 75-36-700-3	418459	ASM14992v1	GCA_000149925.1	GenBank	From INSDC submitter	Scaffold	39496	88644628	2008-08-26	16309	PRJNA18535	SAMN00013043
Fusarium oxysporum f. sp. lycopersici 4287		strain: 4287	426428	ASM14995v2	GCA_000149955.2	GenBank	From INSDC submitter	Chromosome	95416	61386934	2015-08-20	21354	PRJNA18813	SAMN02953675
Pyrenophora tritici-repentis Pt-1C-BFP		strain: Pt-1C-BFP	426418	ASM14998v1	GCA_000149985.1	GenBank	From INSDC submitter	Scaffold	115530	37840464	2007-04-11	12300	PRJNA18815	SAMN02953676
Toxoplasma gondii VEG		strain: VEG	432359	TGVEG	GCA_000150015.2	GenBank	From INSDC submitter	Scaffold	368606	64472073	2013-11-19	8563	PRJNA19097	SAMN01081685
Vanderwaltozyma polyspora DSM 70294		strain: DSM 70294	436907	ASM15003v1	GCA_000150035.1	GenBank	From INSDC submitter	Scaffold	60946	14674591	2007-08-17	5767	PRJNA19237	SAMN02953681
Coccidioides posadasii RMSCC 3488		strain: RMSCC 3488	454284	ASM15005v1	GCA_000150055.1	GenBank	From INSDC submitter	Scaffold	235083	28146501	2007-07-18	10016	PRJNA17783	SAMN02953688
Coccidioides immitis RMSCC 3703		strain: RMSCC 3703	454286	ASM15008v1	GCA_000150085.1	GenBank	From INSDC submitter	Scaffold	8904	27648536	2007-07-18	10538	PRJNA17761	SAMN02953689
Histoplasma capsulatum G186AR		strain: G186AR	447093	ASM15011v1	GCA_000150115.1	GenBank	From INSDC submitter	Scaffold	191715	30438878	2009-03-23	9364	PRJNA12635	SAMN02953690
Aspergillus fumigatus A1163		strain: A1163	451804	ASM15014v1	GCA_000150145.1	GenBank	From INSDC submitter	Scaffold	391098	29205420	2007-11-02	10124	PRJNA18733	SAMN00115744
Coccidioides posadasii RMSCC 2133		strain: RMSCC 2133	469470	ASM15018v1	GCA_000150185.1	GenBank		Scaffold	73671	27848964	2007-11-19		PRJNA17763	SAMN02953696
Coccidioides posadasii RMSCC 3700		strain: RMSCC 3700	469471	ASM15021v1	GCA_000150215.1	GenBank		Scaffold	15870	25451258	2007-11-19		PRJNA17781	SAMN02953697
Coccidioides posadasii CPA 0001		strain: CPA 0001	469472	ASM15024v1	GCA_000150245.1	GenBank		Scaffold	8460	28618790	2007-11-19		PRJNA17793	SAMN02953698
Trichoplax adhaerens		strain: Grell-BS-1999	10228	v1.0	GCA_000150275.1	GenBank	From INSDC submitter	Scaffold	204191	105631681	2008-06-17	11518	PRJNA12874	SAMN02953699
Plasmodium falciparum VS/1		strain: VS/1	478864	ASM15029v1	GCA_000150295.1	GenBank		Scaffold	2281	18887633	2007-11-16		PRJNA20867	SAMN02953700
Plasmodium falciparum Senegal_V34.04		strain: Senegal_V34.04	478863	ASM15031v1	GCA_000150315.1	GenBank		Scaffold	2310	13240777	2007-11-16		PRJNA20865	SAMN02953701
Plasmodium falciparum RO-33		strain: RO-33	5834	ASM15033v1	GCA_000150335.1	GenBank		Scaffold	1628	13714138	2007-11-16		PRJNA20863	SAMN02953702
Plasmodium falciparum K1		strain: K1	5839	ASM15035v1	GCA_000150355.1	GenBank		Scaffold	2056	13290906	2007-11-16		PRJNA20861	SAMN02953703
Plasmodium falciparum FCC-2/Hainan		strain: FCC-2/Hainan	478862	ASM15037v1	GCA_000150375.1	GenBank		Scaffold	1610	12963854	2007-11-16		PRJNA20859	SAMN02953704
Plasmodium falciparum D10		strain: D10	478861	ASM15039v1	GCA_000150395.1	GenBank		Scaffold	1999	13375079	2007-11-16		PRJNA20857	SAMN02953705
Plasmodium falciparum D6		strain: D6	478860	ASM15041v1	GCA_000150415.1	GenBank		Scaffold	1685	13216528	2007-11-16		PRJNA20853	SAMN02953706
Plasmodium falciparum 7G8		strain: 7G8	57266	Plas_falc_7G8_V1	GCA_000150435.3	GenBank	From INSDC submitter	Scaffold	7760	24559064	2014-01-28	6290	PRJNA20851	SAMN00773069
Plasmodium falciparum Santa Lucia		strain: Santa Lucia	478859	Plas_falc_Santa_Lucia_Salvador_I_V1	GCA_000150455.3	GenBank	From INSDC submitter	Scaffold	7382	23471019	2014-01-28	6180	PRJNA20849	SAMN02953707
Paracoccidioides brasiliensis Pb03		strain: Pb03	482561	Paracocci_br_Pb03_V2	GCA_000150475.2	GenBank	From INSDC submitter	Scaffold	119897	29062735	2014-11-13	8548	PRJNA27779	SAMN02953708
Schizosaccharomyces octosporus yFS286		strain: yFS286	483514	SO6	GCA_000150505.2	GenBank	From INSDC submitter	Scaffold	1777203	11634473	2013-07-30	5347	PRJNA13639	SAMN02953709
Carica papaya	papaya	cultivar: SunUp	3649	Papaya1.0	GCA_000150535.1	GenBank		Scaffold	10609	369781828	2008-05-06		PRJNA20267	SAMN02953710
Coccidioides posadasii RMSCC 1037		strain: RMSCC 1037	490065	ASM15055v1	GCA_000150555.1	GenBank		Scaffold	11211	26589484	2008-01-30		PRJNA17791	SAMN02953712
Coccidioides posadasii RMSCC 1038		strain: RMSCC 1038	490066	ASM15058v1	GCA_000150585.1	GenBank		Scaffold	9482	26116408	2008-01-30		PRJNA17785	SAMN02953713
Coccidioides posadasii CPA 0020		strain: CPA 0020	490068	ASM15061v1	GCA_000150615.1	GenBank		Scaffold	10257	27289265	2008-01-30		PRJNA17795	SAMN02953714
Coccidioides posadasii CPA 0066		strain: CPA 0066	490069	ASM15064v1	GCA_000150645.1	GenBank		Scaffold	10974	27712713	2008-02-07		PRJNA17797	SAMN02953715
Verticillium dahliae VdLs.17		strain: VdLs.17	498257	ASM15067v2	GCA_000150675.2	GenBank	From INSDC submitter	Scaffold	43309	33828453	2011-09-15	10811	PRJNA28529	SAMN02953716
Paracoccidioides lutzii Pb01		strain: Pb01	502779	Paracocci_br_Pb01_V2	GCA_000150705.2	GenBank	From INSDC submitter	Scaffold	113453	32925248	2014-11-03	8953	PRJNA28731	SAMN02953719
Paracoccidioides brasiliensis Pb18		strain: Pb18	502780	Paracocci_br_Pb18_V2	GCA_000150735.2	GenBank	From INSDC submitter	Scaffold	123837	29952540	2014-10-24	8522	PRJNA28733	SAMN02953720
Anopheles coluzzii		strain: M	1518534	m5	GCA_000150765.1	GenBank		Scaffold	24512	224417174	2008-04-21		PRJNA20295	SAMN02953721
Anopheles gambiae	African malaria mosquito	strain: S	7165	g4	GCA_000150785.1	GenBank		Scaffold	42558	236403076	2008-04-21		PRJNA20301	SAMN02953722
Heterodera glycines	soybean cyst nematode	strain: OP25	51029	HG2	GCA_000150805.1	GenBank		Scaffold	2067	81908042	2008-04-01		PRJNA28939	SAMN02953723
Verticillium alfalfae VaMs.102		strain: VaMs.102	526221	ASM15082v1	GCA_000150825.1	GenBank	From INSDC submitter	Scaffold	14865	32833495	2008-06-16	10488	PRJNA29511	SAMN02953725
Mchenga conophoros		strain: Otter Point	35575	ASM15085v1	GCA_000150855.1	GenBank		Scaffold	1066	73425564	2008-07-09		PRJNA29477	SAMN02743801
Labeotropheus fuelleborni	blue mbuna	strain: Domwe Island	57307	ASM15087v1	GCA_000150875.1	GenBank		Scaffold	1070	70858381	2008-07-09		PRJNA29479	SAMN02743802
Melanochromis auratus	golden mbuna	strain: Domwe Island	27751	ASM15089v1	GCA_000150895.1	GenBank		Scaffold	977	68238634	2008-07-09		PRJNA29481	SAMN02743803
Rhamphochromis esox		strain: Otter Point	163638	ASM15093v1	GCA_000150935.1	GenBank		Scaffold	1126	71295074	2008-07-09		PRJNA29485	SAMN02743805
Phaeodactylum tricornutum CCAP 1055/1		strain: CCAP 1055/1	556484	ASM15095v2	GCA_000150955.2	GenBank	From INSDC submitter	Chromosome	417209	27450724	2008-12-12	10398	PRJNA13152	SAMN02953727
Nannizzia gypsea CBS 118893		strain: CBS 118893	535722	MS_CBS118893	GCA_000150975.2	GenBank	From INSDC submitter	Scaffold	146432	23249403	2015-07-16	9029	PRJNA20599	SAMN02953728
Histoplasma capsulatum H88		strain: H88	544711	ASM15100v2	GCA_000151005.2	GenBank	From INSDC submitter	Scaffold	168190	37903857	2011-02-28	9666	PRJNA29163	SAMN02953730
Histoplasma capsulatum H143		strain: H143	544712	ASM15103v1	GCA_000151035.1	GenBank	From INSDC submitter	Scaffold	15855	38922587	2009-06-19	9796	PRJNA29161	SAMN02953731
Blumeria graminis f. sp. hordei DH14		strain: DH14	546991	ASM15106v3	GCA_000151065.3	GenBank	From INSDC submitter	Scaffold	18030	118726170	2013-08-06	7088	PRJNA28821	SAMEA3138301
Trichophyton benhamiae CBS 112371		strain: CBS 112371	663331	ASM15112v2	GCA_000151125.2	GenBank	From INSDC submitter	Contig	644461	22224160	2010-03-17	8041	PRJNA30573	SAMN02953733
Microsporum canis CBS 113480		strain: CBS 113480	554155	ASM15114v1	GCA_000151145.1	GenBank	From INSDC submitter	Scaffold	135853	23241642	2008-10-22	8847	PRJNA30939	SAMN02953735
Trichophyton equinum CBS 127.97		strain: CBS 127.97	559882	ASM15117v1	GCA_000151175.1	GenBank	From INSDC submitter	Scaffold	26788	24132127	2008-10-22	8785	PRJNA20577	SAMN02953737
Micromonas pusilla CCMP1545		strain: CCMP1545	564608	Micromonas pusilla CCMP1545 v2.0	GCA_000151265.1	GenBank	From INSDC submitter	Scaffold	84001	21958260	2009-04-09	10288	PRJNA15678	SAMN02953743
Allomyces macrogynus ATCC 38327		strain: ATCC 38327	578462	A_macrogynus_V3	GCA_000151295.1	GenBank	From INSDC submitter	Scaffold	35497	57060573	2010-02-18	19282	PRJNA20563	SAMN02953744
Capsaspora owczarzaki ATCC 30864		strain: ATCC 30864	595528	C_owczarzaki_V2	GCA_000151315.2	GenBank	From INSDC submitter	Scaffold	128922	27967784	2013-06-25	8898	PRJNA20341	SAMN02953747
Coccidioides posadasii C735 delta SOWgp		strain: C735 delta SOWgp	222929	JCVI-cpa1-1.0	GCA_000151335.1	GenBank	From INSDC submitter	Contig	2376830	27013412	2009-06-17	7255	PRJNA9616	SAMN02953748
Fusarium vanettenii 77-13-4		isolate: 77-13-4	660122	v2.0	GCA_000151355.1	GenBank	From INSDC submitter	Scaffold	1255602	51286497	2009-08-27	15708	PRJNA16586	SAMN02746079
Trichophyton rubrum CBS 118892		strain: CBS 118892	559305	ASM15142v1	GCA_000151425.1	GenBank	From INSDC submitter	Scaffold	85371	22502330	2009-11-30	8713	PRJNA38221	SAMN02953760
Trichophyton tonsurans CBS 112818		strain: CBS 112818	647933	ASM15145v1	GCA_000151455.1	GenBank	From INSDC submitter	Scaffold	44702	22964077	2009-08-11	8625	PRJNA38223	SAMN02953761
Saccharomyces cerevisiae Sigma1278b		strain: Sigma1278b	658763	ASM15148v1	GCA_000151485.1	GenBank		Chromosome	365700	11945931	2010-05-14		PRJNA39317	SAMN00002885
Trichophyton verrucosum HKI 0517		strain: HKI 0517	663202	ASM15150v1	GCA_000151505.1	GenBank	From INSDC submitter	Scaffold	69368	22540967	2010-03-17	8086	PRJNA39693	SAMN02953766
Puccinia triticina 1-1 BBBD Race 1		strain: 1-1 BBBD Race 1	630390	P_triticina_1_1_V2	GCA_000151525.2	GenBank	From INSDC submitter	Scaffold	10369	135343689	2016-06-06	15692	PRJNA36323	SAMN02981248
Saprolegnia parasitica CBS 223.65		strain: CBS 223.65	695850	ASM15154v2	GCA_000151545.2	GenBank	From INSDC submitter	Scaffold	34471	53093248	2014-05-29	20435	PRJNA36583	SAMN02981252
Epichloe festucae E2368		strain: E2368	696363	ASM15157v2	GCA_000151575.2	GenBank		Scaffold	87544	35041644	2011-11-21		PRJNA42133	SAMN02981256
Blastomyces dermatitidis ATCC 18188		strain: ATCC 18188	653446	BD_ATCC18188_V1	GCA_000151595.1	GenBank	From INSDC submitter	Scaffold	27315	73582762	2010-03-30	10477	PRJNA39265	SAMN02981258
Bombyx mori	domestic silkworm	sex: male, strain: p50T (= Dazao)	7091	ASM15162v1	GCA_000151625.1	GenBank		Scaffold	15508	481803763	2008-04-28		PRJDA20217	SAMD00036537
Tuber melanosporum	Perigord truffle	strain: Mel28	39416	ASM15164v1	GCA_000151645.1	GenBank	From INSDC submitter	Scaffold	63046	124945702	2010-05-03	7496	PRJEA38847	SAMEA2272024
Blastocystis hominis		isolate: Singapore isolate B (sub-type 7)	12968	ASM15166v1	GCA_000151665.1	GenBank	From INSDC submitter	Scaffold	296810	18817245	2010-07-06	6020	PRJEA45923	SAMEA2272370
Ricinus communis	castor bean	cultivar: Hale	3988	JCVI_RCG_1.1	GCA_000151685.2	GenBank	From INSDC submitter	Scaffold	21401	350458699	2011-07-07	32025	PRJNA16585	SAMN02953659
Bombyx mori	domestic silkworm	sex: male, strain: Dazao	7091	ASM15171v1	GCA_000151715.1	GenBank		Scaffold	11516	397686861	2004-12-02		PRJNA13125	SAMN02952907
Cavia porcellus	domestic guinea pig	sex: female, strain: inbred line 2N	10141	Cavpor3.0	GCA_000151735.1	GenBank		Scaffold	80583	2723202840	2008-03-03		PRJNA12583	SAMN02981223
Schistosoma japonicum		isolate: Anhui, sex: mixed	6182	ASM15177v1	GCA_000151775.1	GenBank		Scaffold	6121	402743189	2009-04-21		PRJEA34885	SAMEA2272175
Taeniopygia guttata	zebra finch	isolate: Black17, sex: male	59729	Taeniopygia_guttata-3.2.4	GCA_000151805.2	GenBank		Chromosome	38644	1232118738	2013-02-08		PRJNA17289	SAMN02981239
Oryzias latipes	Japanese medaka	strain: HNI	8090	ASM15182v1	GCA_000151825.1	GenBank		Scaffold	2223	662701370	2007-04-26		PRJNA19569	SAMD00036522
Pteropus vampyrus	large flying fox	isolate: Shadow, sex: female	132908	Pvam_2.0	GCA_000151845.2	GenBank		Scaffold	21866	2198284804	2014-12-05		PRJNA20325	SAMN02894360
Tursiops truncatus	common bottlenose dolphin	sex: female	9739	Ttru_1.4	GCA_000151865.3	GenBank		Scaffold	11821	2551401796	2012-01-02		PRJNA20367	SAMN00000070
Dipodomys ordii	Ord's kangaroo rat	isolate: 6190, sex: female	10020	Dord_2.0	GCA_000151885.2	GenBank		Scaffold	48087	2236368823	2014-12-12		PRJNA20385	SAMN02900551
Gorilla gorilla gorilla	western lowland gorilla		9595	gorGor4	GCA_000151905.3	GenBank		Chromosome	52934	3063346382	2014-12-19		PRJEA31265	SAMEA2272491
Procavia capensis	Cape rock hyrax	isolate: Dallas Zoo Isis #01D731, sex: female	9813	Pcap_2.0	GCA_000152225.2	GenBank		Scaffold	35792	3602182911	2014-12-16		PRJNA13972	SAMN02894304
Choloepus hoffmanni	Hoffmann's two-fingered sloth	isolate: OR478-KB4484, sex: female	9358	C_hoffmanni-2.0.1	GCA_000164785.2	GenBank		Scaffold	64490	3286013499	2014-09-30		PRJNA30809	SAMN02146716
Carlito syrichta	Philippine tarsier	isolate: Samal-C Ts95f, sex: female	1868482	Tarsius_syrichta-2.0.1	GCA_000164805.2	GenBank		Scaffold	38165	3453847770	2013-09-18		PRJNA20339	SAMN02445010
Ochotona princeps	American pika	isolate: NMMNH268, sex: female	9978	ASM16482v1	GCA_000164825.1	GenBank		Scaffold	3265	3445784354	2007-08-03		PRJNA19235	SAMN03000703
Vicugna pacos	alpaca	isolate: Carlotta (AHFN-0088), sex: female	30538	VicPac3.1	GCA_000164845.4	GenBank		Scaffold	29536	2119600897	2019-07-15		PRJNA544883	SAMN01096418
Oryza sativa Japonica Group	Japanese rice	cultivar: Koshihikari	39947	OrySat_Aug2009	GCA_000164945.1	GenBank		Chromosome	3191	382150945	2010-04-23		PRJDA39809	SAMD00009497
Caenorhabditis angaria		strain: PS1010	860376	ps1010rel4	GCA_000165025.1	GenBank		Scaffold	1196	79761545	2010-10-26		PRJNA51225	SAMN02953783
Callorhinchus milii	elephant shark	isolate: IMCB2004, sex: male	7868	Callorhinchus_milii-6.1.3	GCA_000165045.2	GenBank		Scaffold	46577	974481817	2013-12-11		PRJNA18361	SAMN00000800
